id,project_id,product_id,role,source,created_at
4d1b38b4-621e-4a9f-b9ed-205eac40a9a0,c84a4cfe-a82f-4fb6-b0a5-0d9f0304cafb,8ca9f72a-62c5-4841-a635-b48a19d2ca80,competitor,suggested,2026-01-27 04:52:37.306786
88f5224c-d9ac-473a-b842-31b14e483b63,98647de0-4773-4d77-b0e3-ac466ee4f464,f4790fae-3177-4da0-8bbb-3109d881ec90,competitor,suggested,2026-01-22 22:37:04.867532
69aa2112-3d61-4b82-8621-6b60814d2dbd,98647de0-4773-4d77-b0e3-ac466ee4f464,cc58b07f-09d6-4df6-ae5a-29e5ac708914,baseline,manual,2026-01-24 19:25:54.493336
8a2cccd4-48bd-4148-97eb-8c173a310cf1,c84a4cfe-a82f-4fb6-b0a5-0d9f0304cafb,b05c5c33-deb4-4961-b4fa-bb699592baf3,competitor,suggested,2026-01-27 04:52:39.912802
cfcdd7db-18c6-428c-a6d7-405c8a065fad,c84a4cfe-a82f-4fb6-b0a5-0d9f0304cafb,b866f890-255b-4d82-af0d-92692a40afb0,competitor,suggested,2026-01-27 04:52:47.316418
2e2f69fb-ff49-44e3-b8d7-b2e7636a53b7,c84a4cfe-a82f-4fb6-b0a5-0d9f0304cafb,67965664-3bce-4894-bc75-03f4803d3b17,competitor,suggested,2026-01-27 04:52:50.71284
db232811-5ca0-417a-81bf-5fb254f59897,c84a4cfe-a82f-4fb6-b0a5-0d9f0304cafb,675ebdc1-60d9-4c07-aea5-0cd6743b1178,competitor,suggested,2026-01-27 04:52:53.48854
216d91d4-af70-4b4a-bff7-6539da5c64c7,6691b3b4-e18a-468c-adb2-2ff36fc253dd,10991e08-2ffb-4120-aa19-1b2e212f6537,competitor,suggested,2026-01-28 13:17:58.983541
d3f973f3-f142-4e79-ae05-2c399deb5beb,6691b3b4-e18a-468c-adb2-2ff36fc253dd,6b683287-4eb4-46c2-8a16-e1301865a891,competitor,suggested,2026-01-28 13:18:00.280119
7b213247-65a7-463d-be86-38e5c1f3d7d0,6691b3b4-e18a-468c-adb2-2ff36fc253dd,62534e32-28d5-4854-bec6-c6282b594954,competitor,suggested,2026-01-28 13:18:01.541556
9456d687-8460-466f-a4a3-83e064ed45df,6691b3b4-e18a-468c-adb2-2ff36fc253dd,b7e31c22-a0b1-46df-a523-c8e70be08f79,competitor,suggested,2026-01-28 13:18:03.411216
501d3238-0517-4e19-91f8-24b399ed4189,6691b3b4-e18a-468c-adb2-2ff36fc253dd,e062ce85-9796-4251-bd84-d17f8fccc6f3,competitor,suggested,2026-01-28 13:18:05.162891
221b36a2-a293-4a34-8c97-7456e59922cc,bc03ec9f-fe7e-4626-9b35-753a42215918,27cfae6e-3caa-41c6-acba-29ebc04ea93f,baseline,manual,2026-01-29 04:12:48.055661
de387787-37a5-4043-ba44-93ca7058dea8,bc03ec9f-fe7e-4626-9b35-753a42215918,48e164c7-5f8a-4203-a887-0046b0cafe54,baseline,manual,2026-01-29 04:14:10.235304
5dd25093-1828-40e6-94ce-012cb2609223,bc03ec9f-fe7e-4626-9b35-753a42215918,17dd979a-3115-4fd5-b756-bd0227f7ff68,baseline,manual,2026-01-29 04:14:54.419938
3c6a0167-aa9f-47e6-a70c-2e5849850fa3,bc03ec9f-fe7e-4626-9b35-753a42215918,26ef8555-d84a-4bbb-8f68-7d3e96dccb55,competitor,suggested,2026-01-29 04:15:34.832034
aa56368a-8e01-450b-83d9-4e01946c829f,bc03ec9f-fe7e-4626-9b35-753a42215918,a763991d-1bda-4c29-b33d-31f86ed7f7f0,competitor,suggested,2026-01-29 04:15:38.448263
e9d5e3a7-82c3-4b5f-90bf-1f0ea697c87c,bc03ec9f-fe7e-4626-9b35-753a42215918,b3bb08bf-cf1f-4340-b02c-3e59d06f409e,baseline,manual,2026-01-29 04:16:50.593145
4d3d9ff8-7657-41d0-b20e-951e4a7aa3bd,bc03ec9f-fe7e-4626-9b35-753a42215918,97e33c89-215c-4a92-8a85-66f980324a92,competitor,manual,2026-01-29 05:54:51.627438
2a106eea-99b0-479b-b3a8-f199a2549061,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,cfa5085e-9e16-4e9c-b4b1-03f4a7d32e08,baseline,manual,2026-01-30 09:16:52.734563
9178da1d-2e15-4db5-a9c8-c1a30ff446c0,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,e7b03622-c587-4ad3-91e3-ef2263f5b71b,competitor,suggested,2026-01-30 09:17:57.067085
e22d2c50-6f78-4dc3-bdc5-07a0783c3520,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,0480bad5-beb9-476b-9b66-a86c06526626,competitor,suggested,2026-01-30 09:18:01.135092
a1b05949-f7ff-4d34-a729-1515db8934ef,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,54cfa7d2-207d-41ce-9e64-1fa802631328,competitor,suggested,2026-01-30 09:23:03.094585
499f3126-ffdf-468f-97b8-4d72aee2f86e,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,56874742-a615-48bf-b387-8739b8528f60,competitor,suggested,2026-01-30 09:23:15.751614
4c1518fd-5c43-4686-bcea-13a5e15944a0,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,009e57ac-9174-4462-852c-ba87393d45f0,competitor,manual,2026-01-30 18:53:36.347976
d955cca6-3faf-44d3-9b1f-f1676b2fa5f7,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,0b7f9bd5-84f8-4d3e-87e1-ba2a91df2a19,competitor,manual,2026-01-30 18:54:59.172706
d6e5d1f4-4f13-43c9-8a05-9c8ab9cac3cc,6691b3b4-e18a-468c-adb2-2ff36fc253dd,89293168-d945-4cf4-ae7b-c8682c6fee48,baseline,manual,2026-02-15 17:10:41.919178
4c143dea-0099-4d82-a0ca-6b311fbe08e8,f001e6bc-7889-4751-b3c9-f8a2461778be,33b56b0b-3221-4fcc-bd22-7c0fabd38326,baseline,manual,2026-02-17 13:02:06.01585
9277297b-6b2c-4c23-98f7-9b348b653dde,f001e6bc-7889-4751-b3c9-f8a2461778be,73acc2c3-3418-4620-ab06-e9d8f04e1f98,competitor,suggested,2026-02-17 13:10:34.605488
540f0baf-a5f9-4f43-bb1b-ed4a3e600bba,f001e6bc-7889-4751-b3c9-f8a2461778be,e6aef8c8-be67-4414-ae4b-4562e4b8a2e2,competitor,suggested,2026-02-17 13:10:39.973411
b8fc755c-55c0-468c-b891-c29e44533d9f,f001e6bc-7889-4751-b3c9-f8a2461778be,624944cc-5578-4a79-ba72-b83196c056b4,competitor,suggested,2026-02-17 13:10:44.576439
bda92b5d-15b5-4182-adc5-b5ad06f27066,f001e6bc-7889-4751-b3c9-f8a2461778be,dee5b018-e1b8-4c22-a220-006b017d24d6,competitor,manual,2026-02-17 13:12:20.898741
d9fcf48b-cc86-48f6-ae82-4ef5230e8fe4,961dbdbf-eb8c-410b-bb24-8f78db09ce05,4f6817b1-9d10-4195-8a6c-012ca21da711,baseline,manual,2026-02-19 20:41:42.834799
548a35f7-f332-4dfe-8dc0-a23fd8e1e4c2,d0810212-69a9-472b-aa4a-af9312b8154d,07412364-a74d-40a5-b2dc-c3516d489fbc,baseline,manual,2026-02-19 20:43:51.464104
07b53aa8-62c3-4b0f-8bf8-b09728d9d0c3,49d474c5-576f-47eb-886a-18acadf27082,b0d54a1f-7f31-43d6-9b15-9d2e8b74a0af,baseline,manual,2026-03-07 20:53:12.319141
b96006c1-fce7-4755-ac2e-dd59b1b86441,49d474c5-576f-47eb-886a-18acadf27082,9ab9a0b0-658b-41a9-9c56-e73fc4266937,competitor,suggested,2026-03-07 20:53:39.642186
1507f5bb-4f7d-4c0b-9d93-c316fe5aa488,49d474c5-576f-47eb-886a-18acadf27082,ed1504fe-9501-4444-a4a5-d31286f16ea2,competitor,suggested,2026-03-07 20:53:41.859366
83316328-604a-41d1-a644-0aa96ce94990,49d474c5-576f-47eb-886a-18acadf27082,b6fa5dc1-ec11-41e4-9673-9a34f4044e21,competitor,suggested,2026-03-07 20:53:44.843575
f3bfc198-72b8-4aba-9f3a-83ec56f9634f,49d474c5-576f-47eb-886a-18acadf27082,5dc263c9-b450-4302-a94a-1d4e0e84cc5a,competitor,suggested,2026-03-07 20:54:57.229108
d9a831cd-e217-4843-9086-28f2dbc26eab,49d474c5-576f-47eb-886a-18acadf27082,9adde417-7344-4ac8-b20c-aa50288980c8,competitor,suggested,2026-03-07 20:55:02.771506
d9af7e2f-4e7e-44d1-91cd-c14a17be3855,6fc9afe4-1ed5-406d-a81a-5feb9c731d3e,52ee2bb3-8496-4fe0-84c1-f31de8713b37,baseline,manual,2026-03-18 21:03:52.797751
b7b296f2-f869-490a-a668-1329d44a4e68,6fc9afe4-1ed5-406d-a81a-5feb9c731d3e,fb12fc96-0b57-4c9e-9aa5-ce33e8ae7f82,competitor,suggested,2026-03-18 21:04:25.050387
a9539539-0870-4a18-9eb9-dd8ff8d82277,6fc9afe4-1ed5-406d-a81a-5feb9c731d3e,551bbfc8-8dc3-400b-93ee-af094c6691b9,competitor,suggested,2026-03-18 21:04:29.719539
388536ea-1619-4601-a764-8ee2c3c8fd43,6fc9afe4-1ed5-406d-a81a-5feb9c731d3e,653648f2-87dd-4427-a836-807a3d5c8ffb,competitor,suggested,2026-03-18 21:04:33.626499
20ba3140-40ea-477c-97c3-5ef367e29a45,6fc9afe4-1ed5-406d-a81a-5feb9c731d3e,47ca0f17-f1d5-43c6-b511-bd8bda0b336c,competitor,suggested,2026-03-18 21:04:37.739349
60f2c7c5-5c16-45f8-876e-d0e8ef973fbe,9ea50c4d-e7c5-44b6-9957-6e327a7db685,b52269af-cb22-4a15-88ad-69c97a7538a4,baseline,manual,2026-03-24 11:40:44.269162
09ace8b7-2c91-4815-9730-c072df571b9c,4c1857d9-5d8a-42c3-920d-0ef5c98aa96f,f87ad429-b653-4a81-959b-9775134f0392,baseline,manual,2026-03-24 13:03:31.30117
65176ba4-542c-4ea7-a33a-c7475aeb05f3,9ea50c4d-e7c5-44b6-9957-6e327a7db685,34d0d472-d398-4007-beda-53210841b8d1,competitor,suggested,2026-03-24 13:04:12.865675
030165f6-3c4c-450c-8117-ee9dc439ea96,9ea50c4d-e7c5-44b6-9957-6e327a7db685,d7ea032a-f66f-42ff-b223-916ccc2632fa,competitor,suggested,2026-03-24 13:04:15.379835
eafa5da5-abe8-4c41-a482-50b533e98d53,9ea50c4d-e7c5-44b6-9957-6e327a7db685,f36b05e1-fba9-4fbc-8494-738112e6f6ee,competitor,suggested,2026-03-24 13:04:23.995867
1b506de4-cab2-4447-b9b8-3d626dd740d0,9ea50c4d-e7c5-44b6-9957-6e327a7db685,e1fdd044-c437-4d51-92aa-60d058009ca4,competitor,suggested,2026-03-24 13:04:25.626509
b6b7fb81-3e07-458a-ab4f-ea81f26847bc,4c1857d9-5d8a-42c3-920d-0ef5c98aa96f,dc2c73bf-33b4-462a-8b2a-62d211aaef7a,competitor,suggested,2026-06-11 23:53:03.853691
3a842071-1ff6-40ba-89ac-ebbb9b0da7e2,4c1857d9-5d8a-42c3-920d-0ef5c98aa96f,91efae26-5b0f-450c-9e80-77a4cf601144,competitor,suggested,2026-06-11 23:53:06.837699
