id,tenant_domain,market_id,user_id,provider,model,operation,input_tokens,output_tokens,total_tokens,estimated_cost,duration_ms,success,error_message,metadata,created_at
8a59140e-3a72-4607-9b8a-87e1c3b3ea5b,synozur.com,f78f8c44-7b05-43c5-9add-a08bf46af886,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,520,1697,2217,0.027015,,t,,,2026-01-19 20:23:51.23031
d0b8110b-63d2-4664-9fb8-08d639b28c39,synozur.com,f78f8c44-7b05-43c5-9add-a08bf46af886,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,518,1746,2264,0.027744,,t,,,2026-01-19 20:24:25.328187
9640cc4a-6409-4991-9dbd-4040fc18da6a,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_baseline_messaging_framework,1266,4096,5362,0.065238,,t,,,2026-01-19 23:35:13.532434
808f9676-6073-4ee2-beae-e14ae5788d9f,synozur.com,e36f9f62-612b-40dd-b2af-39a6cab20c7a,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,528,1974,2502,0.031194,,t,,,2026-01-19 23:57:23.025586
1f7cf9ad-52f4-4ce0-95b8-c92b55da56a4,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,cfb63c72-81e0-44ff-9c96-7d6632a72dde,anthropic,claude-sonnet-4-5,generate_battlecard,510,1559,2069,0.024915,,t,,,2026-01-20 00:19:26.965506
9aeb6c7d-2f2b-49da-a2ca-1dc8d1d505c7,synozur.com,e36f9f62-612b-40dd-b2af-39a6cab20c7a,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,542,2248,2790,0.035346,,t,,,2026-01-20 04:17:18.658351
6c1e9934-cf49-4993-943e-9329161a3f40,synozur.com,e36f9f62-612b-40dd-b2af-39a6cab20c7a,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,533,2625,3158,0.040974,,t,,,2026-01-20 04:17:40.057787
9a661c14-1f77-470c-b0d0-cc33a06a70ae,synozur.com,e36f9f62-612b-40dd-b2af-39a6cab20c7a,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,529,2380,2909,0.037287,,t,,,2026-01-20 04:17:44.493325
871cb091-0ea6-41b4-bdde-10dbd5869455,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,485,1918,2403,0.030225,,t,,,2026-01-20 04:19:12.361062
25411310-7bc5-41f3-ba64-47b1afc1def5,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,1148,1434,2582,0.024954,,t,,,2026-01-20 06:20:31.087752
be0a7ff5-8794-4be3-8255-61f57e690679,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,521,1930,2451,0.030513,,t,,,2026-01-20 06:35:41.265763
b8c80092-585d-4a81-950c-0f8cd763e81d,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,528,1749,2277,0.027819,,t,,,2026-01-20 06:38:20.956357
ec1417ee-4e86-47c8-8e8d-93258903f37f,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,532,2375,2907,0.037221,,t,,,2026-01-20 06:38:25.484872
3d717cbf-2891-4933-a963-4d931326b8a1,synozur.com,9a53d812-6ca7-4dae-bc95-9fc975dadab5,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,510,1740,2250,0.027630,,t,,,2026-01-20 06:42:24.468051
b3a5752c-63bb-4596-936c-ba19b4b0e212,synozur.com,9a959fb8-9171-4141-a2b8-f2df7ee805ee,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,505,1984,2489,0.031275,,t,,,2026-01-20 06:48:00.941174
dad409cd-8fc3-42bc-8ee2-8b7bfabae2ca,synozur.com,9a959fb8-9171-4141-a2b8-f2df7ee805ee,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,525,2313,2838,0.036270,,t,,,2026-01-20 06:48:31.086029
0fb71d84-8a2b-4a48-92e5-f94ba2eaec04,synozur.com,9a959fb8-9171-4141-a2b8-f2df7ee805ee,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,523,2033,2556,0.032064,,t,,,2026-01-20 06:48:35.773728
0ffddf31-6890-41e0-9ab1-41a693b94b72,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,520,2190,2710,0.034410,,t,,,2026-01-20 09:36:35.21527
0905d4e9-6204-4882-ab0f-87a64643b6d9,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,532,1852,2384,0.029376,,t,,,2026-01-20 09:36:51.526056
947cf351-c96a-4efa-8535-4537cc431935,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,523,1798,2321,0.028539,,t,,,2026-01-20 09:36:57.741482
bfc2be5e-df5a-403e-9944-8bf2d41833ec,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,532,2863,3395,0.044541,,t,,,2026-01-20 09:37:23.931417
aa995dd4-678b-492f-b2b1-36fbf8fb446d,synozur.com,9a53d812-6ca7-4dae-bc95-9fc975dadab5,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,523,2022,2545,0.031899,,t,,,2026-01-20 09:45:28.935268
6031eea3-d184-4e8b-814e-6b25cd10a4cc,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_baseline_messaging_framework,1308,4096,5404,0.065364,,t,,,2026-01-20 09:58:49.787964
410df04a-e3ac-4984-8e15-600db5327051,synozur.com,9a53d812-6ca7-4dae-bc95-9fc975dadab5,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,508,1705,2213,0.027099,,t,,,2026-01-21 00:49:56.181077
68cc8f17-9f95-4649-94e8-bee3b05b50ba,synozur.com,bc7e3c6b-277f-4220-81d8-2bc62426ad25,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,530,1825,2355,0.028965,,t,,,2026-01-21 16:56:52.378245
d4a9feb6-4aa5-460f-b398-3ea2e0a487cd,synozur.com,bc7e3c6b-277f-4220-81d8-2bc62426ad25,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,540,2076,2616,0.032760,,t,,,2026-01-21 16:57:04.168807
df515561-2e5d-48ac-a656-2989ececd260,synozur.com,bc7e3c6b-277f-4220-81d8-2bc62426ad25,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,540,1991,2531,0.031485,,t,,,2026-01-21 16:57:05.107576
9d43759f-79cc-490a-be86-b3bd12f8e5ea,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_marketing_tasks,574,5603,6177,0.085767,,t,,,2026-01-21 22:44:58.347346
e30a24ff-f4a0-4fc3-9b48-b8b574e1513d,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_marketing_tasks,574,5216,5790,0.079962,,t,,,2026-01-21 22:53:48.854139
86ebd16e-0ffd-4bcb-9bf1-706199eed0a5,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_marketing_tasks,570,4843,5413,0.074355,,t,,,2026-01-21 22:57:06.771367
76ef1aab-e0cd-4e0e-9d56-f46aa611a495,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_marketing_tasks,570,4692,5262,0.072090,,t,,,2026-01-21 22:58:07.441553
356c22ab-6fa9-4eeb-b84b-e82d3c976694,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_marketing_tasks,1768,1232,3000,0.023784,,t,,,2026-01-22 00:58:06.08431
58a47440-ddec-409c-ba7b-0d1b6f195f66,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_marketing_tasks,1917,5964,7881,0.095211,,t,,,2026-01-22 01:00:51.629671
041be810-8dc2-4154-852c-35af875b7510,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_marketing_tasks,1118,6498,7616,0.100824,,t,,,2026-01-22 01:03:48.52547
6022a984-b82a-4d48-8434-59730310fc89,synozur.com,9a959fb8-9171-4141-a2b8-f2df7ee805ee,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_marketing_tasks,1864,7704,9568,0.121152,,t,,,2026-01-22 03:48:45.420804
7e3083eb-6d2f-4e11-a736-b10c07fd91a0,synozur.com,bc7e3c6b-277f-4220-81d8-2bc62426ad25,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,535,2425,2960,0.037980,,t,,,2026-01-22 21:38:59.105775
a46c25be-e88c-4b54-b13e-62f20a977259,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,620,1961,2581,0.031275,,t,,,2026-01-22 22:34:04.530625
4734565e-0744-4b7d-b461-b45f043cf786,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,617,1895,2512,0.030276,,t,,,2026-01-22 22:34:19.424206
9085f6d9-b6ad-4ddd-8eb9-15d7fa135a2c,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,615,1887,2502,0.030150,,t,,,2026-01-22 22:34:19.717039
7921fbb9-ae2b-47e0-87fd-c097417b7168,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,617,1977,2594,0.031506,,t,,,2026-01-22 22:34:25.56391
946f546f-ff2c-497d-a5b0-f2ba515d4020,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_competitive_summary,396,2198,2594,0.034158,,t,,,2026-01-22 22:34:44.087212
e84760fb-1391-4c93-99b0-853e653eef01,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_messaging_framework,410,2423,2833,0.037575,,t,,,2026-01-22 22:34:51.350762
c2d857d5-ff95-4c58-a53a-9a1e75fe7aed,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_gtm_plan,411,2506,2917,0.038823,,t,,,2026-01-22 22:34:55.063361
3b9046f5-bf01-45a2-bcdd-27b4e7c1717a,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_strategic_recommendations,401,3336,3737,0.051243,,t,,,2026-01-22 22:35:11.282622
548cfd24-bc01-4717-92d5-e569ebf61443,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_gap_analysis,403,4000,4403,0.061209,,t,,,2026-01-22 22:35:24.325617
759004e1-5049-4903-91f1-74571d0d46f0,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_competitive_summary,238,1985,2223,0.030489,,t,,,2026-01-23 01:46:15.775695
0aceddad-04d7-4427-91df-9f2cdd96cd02,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_strategic_recommendations,243,2361,2604,0.036144,,t,,,2026-01-23 01:46:24.190597
33b0c0d7-314e-4a10-9028-778392bddc0b,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_messaging_framework,252,2410,2662,0.036906,,t,,,2026-01-23 01:46:25.43445
da4a9eb0-6574-4f3f-9e67-1358a4ef59aa,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_gap_analysis,245,2633,2878,0.040230,,t,,,2026-01-23 01:46:31.801892
2af18235-91aa-4e54-a58c-3d6b4277ba9c,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_gtm_plan,253,2889,3142,0.044094,,t,,,2026-01-23 01:46:35.509747
d165b689-03f9-400e-b775-52276004fb6b,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,559,2413,2972,0.037872,,t,,,2026-01-23 01:47:24.640177
b89d2ecf-02f2-43f6-b9ec-e0b1ba67f547,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,555,2339,2894,0.036750,,t,,,2026-01-23 01:47:26.934356
f27f5357-aeba-482b-bbe5-d36eeebb6b94,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_marketing_tasks,1714,6568,8282,0.103662,,t,,,2026-01-23 01:50:04.937065
5b322fdf-2103-45c2-9f55-aa622df31077,synozur.com,,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,482,1922,2404,0.030276,,t,,,2026-02-06 16:44:35.692189
0af16e29-07c1-4454-b485-4e826f789a51,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,632,1884,2516,0.030156,,t,,,2026-01-23 16:18:33.956743
47b0d41f-39db-468f-92df-8eff0672340d,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,631,2050,2681,0.032643,,t,,,2026-01-23 16:18:37.842821
6e3a3091-096d-492e-bed9-1db551edd6ca,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,640,2037,2677,0.032475,,t,,,2026-01-23 16:18:38.104767
607b9797-239d-49de-9937-af46033d86ad,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,646,2096,2742,0.033378,,t,,,2026-01-23 16:18:43.740779
ec2cf306-b843-40ef-a551-09210e9d9316,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,625,2469,3094,0.038910,,t,,,2026-01-23 16:18:52.583139
5c51bd37-89d3-4336-863c-4f715281ec65,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,1650,2270,3920,0.039000,,t,,,2026-01-23 19:16:04.827573
b467672b-4f49-4d6a-abd0-73a40196e18e,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,654,1831,2485,0.029427,,t,,,2026-01-23 20:33:09.554306
ca64eff5-cb5d-4b2d-80d1-75d0ed836507,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,652,2062,2714,0.032886,,t,,,2026-01-23 20:33:17.607018
69dac769-bf9d-4d81-b4bc-d199b381a680,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,650,1958,2608,0.031320,,t,,,2026-01-23 20:33:19.059161
5e2b6f65-ee38-4c75-924e-3388a816775f,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,657,2067,2724,0.032976,,t,,,2026-01-23 20:33:22.255041
d1aea03a-9391-4f8c-a6e5-99b10d681f62,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,651,2114,2765,0.033663,,t,,,2026-01-23 20:33:23.291955
7fd27eee-b1af-4970-b4f7-f84df0f31aa4,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_competitive_summary,1887,2095,3982,0.037086,,t,,,2026-01-23 20:35:26.712837
eb5bbafc-fa07-465d-844c-948ac494b380,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_strategic_recommendations,1892,2138,4030,0.037746,,t,,,2026-01-23 20:35:32.337212
a6e99a46-53ae-4819-a0e4-f488bc282f80,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_messaging_framework,910,2215,3125,0.035955,,t,,,2026-01-23 20:35:45.558982
99f1055d-13bd-4bab-9011-3be4a99e3e44,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_competitive_summary,896,2123,3019,0.034533,,t,,,2026-01-23 20:35:47.254326
cae4685f-7335-4e0a-a4d0-de069aa505b0,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_messaging_framework,1901,2840,4741,0.048303,,t,,,2026-01-23 20:35:49.247994
54213a85-0a73-4e11-b2f1-c615d052f9dd,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_strategic_recommendations,901,2259,3160,0.036588,,t,,,2026-01-23 20:35:52.531201
9b01ae98-9113-4a77-9b2d-6a2bb81e9354,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_gtm_plan,911,3066,3977,0.048723,,t,,,2026-01-23 20:36:07.933508
b2a39316-d8b7-4057-8906-0fdda86563dc,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_gap_analysis,1894,4000,5894,0.065682,,t,,,2026-01-23 20:36:15.281889
adb47dd4-c05b-497d-8a8a-5f95b1c15df6,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_gtm_plan,1902,4000,5902,0.065706,,t,,,2026-01-23 20:36:19.813917
4e47f5fe-fbbb-4bc7-a8db-033bd21019f5,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_gap_analysis,903,4000,4903,0.062709,,t,,,2026-01-23 20:36:29.532908
76484125-207e-438b-b4f4-675136d51c27,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,556,1953,2509,0.030963,,t,,,2026-01-23 20:36:36.21145
8f62e533-7390-4578-8780-86f7e0234a46,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,552,2291,2843,0.036021,,t,,,2026-01-23 20:36:42.572362
35672a35-f0ce-4739-8d39-34f4547ad5ad,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_one_sheet,1028,693,1721,0.013479,,t,,,2026-01-23 20:44:34.923571
f3f83e42-f61e-4f5b-a2f5-d3a6071c21e7,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,496,2107,2603,0.033093,,t,,,2026-01-24 02:41:37.459456
530f2761-c865-4de0-9460-83385fc59538,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_baseline_messaging_framework,1252,4096,5348,0.065196,,t,,,2026-01-24 15:37:10.258411
3bc90797-5d71-483b-aec5-138f28d2cb3c,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,1381,1537,2918,0.027198,,t,,,2026-01-24 17:27:17.424389
8b07b578-f092-41cd-93ce-f5ce762ae8c7,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,656,2226,2882,0.035358,,t,,,2026-01-24 17:28:51.172892
83bf7434-a23b-4404-9c6e-3ee3c22e1133,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_product_battlecard,638,2418,3056,0.038184,,t,,,2026-01-24 17:28:54.669287
befc77a3-73b2-492f-9b0b-bc410c2d70bd,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,116500d0-357e-4ace-a7af-7264ed58e22a,anthropic,claude-sonnet-4-5,generate_battlecard,1174,1870,3044,0.031572,,t,,,2026-01-24 17:36:01.449983
