id,post_id,social_account_id,tenant_domain,platform,status,published_url,error_code,error_message,response_payload,attempted_at,attempted_by
b08f51f0-0b46-4770-ba50-7f1127be06ab,ea6ca994-0535-4d73-8fb4-0edba7e132f4,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,success,https://twitter.com/synozur/status/2070216454155227367,,,"{""data"": {""id"": ""2070216454155227367"", ""text"": ""testing 123\n\n#synozur"", ""edit_history_tweet_ids"": [""2070216454155227367""]}}",2026-06-25 18:44:00.245812,116500d0-357e-4ace-a7af-7264ed58e22a
19d355e4-7357-4006-a122-ff6cc2a90179,0ca5748a-13cd-48e3-bc69-2961a7074fa5,bcdda8b5-d6ec-4509-8ffd-08e613167463,chrismcnulty.net,twitter,success,https://twitter.com/cmcnulty2000/status/2070217762543198689,,,"{""data"": {""id"": ""2070217762543198689"", ""text"": ""testing 123 - Orbit rules\n\n#SynozurOrbit"", ""edit_history_tweet_ids"": [""2070217762543198689""]}}",2026-06-25 18:49:12.19864,cfb63c72-81e0-44ff-9c96-7d6632a72dde
c3a7dfa9-d482-44a8-a8b6-181a07671428,939c0e51-535a-4949-91b8-5a930c54df62,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476433645856038913/,,,"{""urn"": ""urn:li:share:7476433645856038913""}",2026-06-27 00:38:08.070117,
8ae2ab7a-2c90-4e78-9ff1-34a65854b984,d4e87ca7-a9c4-4475-98cd-ee1096183ebb,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476433726290280448/,,,"{""urn"": ""urn:li:share:7476433726290280448""}",2026-06-27 00:38:27.269164,
404e6e6a-f7fd-494e-9fc0-f67c06b1cbbf,ed6f4607-f688-4655-9ad7-412dc7f537ea,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476433834595483648/,,,"{""urn"": ""urn:li:share:7476433834595483648""}",2026-06-27 00:38:52.770354,
d18d8ecd-e49c-450c-90b1-b9b3065a8fc4,802e2b0b-1d86-4197-9578-f4c3ae30652e,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,success,https://twitter.com/synozur/status/2070903412523171979,,,"{""data"": {""id"": ""2070903412523171979"", ""text"": ""You may already own the tools to work better. M365 Academy helps your team uncover underused features, strengthen governance, and https://t.co/sBLKBltaw0\n\n#Microsoft365 #EmployeeExperience #ModernWork #TechStrategy"", ""edit_history_tweet_ids"": [""2070903412523171979""]}}",2026-06-27 16:13:44.848974,
20c5a22e-a133-4f38-91fe-d2d6c40fd22e,f09c544c-b3ad-42f6-bc8c-c22af736dc9b,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:13:45.201338,
641972c6-691a-4c8e-87dd-c23e29ac4e41,a2285446-07e2-42bf-a3c0-dc15d3ab3af3,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:13:45.701702,
4341544d-26da-498d-9059-ee18f2a0b582,0ee2242f-c8c6-48c4-ba7a-0a781a2b8d36,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:13:46.021936,
bfc24ce0-b8e5-4a47-8381-d161aaca3928,8dd664d1-5e24-493a-b054-181e2ad3f540,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:13:48.907967,
7dc55a44-b4d7-43dd-b59a-84d9596ff6b5,75612a29-d6ce-4bae-8b8f-55421526e576,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:13:49.16527,
cbfd599b-d485-4678-ad90-1cdb2cf3566b,f3565a5c-afda-4d70-b3b1-1b2b0410be3a,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:13:49.415823,
113a2e10-8f78-4b54-8fc8-0cc41be92f04,c32c15c2-c6ba-4b8c-8a34-93098cabc7dc,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:13:54.500468,
b4049f59-504c-4747-a60d-becf593f16e0,93a8707c-ea23-4076-80f4-f1c0800d0441,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:13:54.742673,
8e188f94-63e8-4350-a85d-51a6244b6255,1ce5dd40-948d-4371-83d2-ddcc34c8cdfa,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:03.224577,
3d4a1bc0-ec36-4b30-bc2c-2f074a292138,5f8a3b3a-1c53-48e8-952a-ec904ac5f9aa,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:03.444849,
b01eb444-6f6c-4058-8d63-d1ccc94b9293,dbe10679-a394-4eeb-8a8a-c469c75b85e5,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:00.665392,
df7fc5da-8f3e-436e-9930-b381f41d6e14,fe8e8e1a-be26-4170-bd3c-bbb60b94f6b3,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:00.954497,
546035b3-e86b-4e90-a5f6-c81ddab6d41e,193a3dfc-8432-439e-8d19-ab16b2bbb558,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:01.190752,
64fde9fe-e263-4e9f-8f8e-d43c49705bbc,c0f93ecc-d46f-4b60-8e4e-15e854124f53,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:01.516306,
db227979-7ba6-47dc-8d8f-ffbcd082e287,b381a9ef-124c-488e-89fb-7a893faeb006,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:01.755562,
8362a8b6-e51b-4080-b825-2b8f74582bc3,9952ddfd-4e65-4ad5-bcf7-d71cb6055943,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:01.994431,
9e9ead47-6d0b-4ab7-8643-2d54a8bf0dbf,8ac77a0c-8bbe-4164-a9e4-4626f9a3a0ca,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,success,https://twitter.com/synozur/status/2070903489287385472,,,"{""data"": {""id"": ""2070903489287385472"", ""text"": ""testing 123\n\n#synozur"", ""edit_history_tweet_ids"": [""2070903489287385472""]}}",2026-06-27 16:14:02.204867,116500d0-357e-4ace-a7af-7264ed58e22a
002018fd-d723-4a36-bf31-2de0f33e8ef6,5b72aadb-0c21-4c14-8f27-a9a7039a6c3c,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:02.225156,
1cd84cbd-9e12-44fe-846d-4ff0c174c926,98bb93f5-304d-4483-9efd-ae88a1ffe772,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:02.524999,
c30d709b-a945-474f-b392-a4c6029bb665,b86246e5-9b1e-45e5-8a7f-de42d15ce64b,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:02.74679,
7b375a2f-10c5-4eec-8668-dea130d3f514,43eb892a-abb9-41ae-9490-7efc90f9f3a7,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:02.983523,
5f489afd-b40f-49b7-99b0-ea527d8dcfb7,e29e6246-d440-4fa0-b288-10359e10d28a,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:06.4896,
951223c9-cf90-49d9-bf02-180f4da2b569,066e322a-12f0-4eb5-ad05-97306e1aca14,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:06.726476,
ae9ee861-a51a-426a-8c59-a5bd08215449,1e4d2f59-d5d4-4efc-b1be-336404fabe52,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:06.953076,
5b7a1491-ef2e-4b0b-b3b2-14accd83904f,f24510e9-f38e-4c44-b1f3-fe02a13355c5,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,retry_scheduled,,token_refresh_failed,"Twitter token refresh failed: Twitter token refresh failed: 400 {""error"":""invalid_request"",""error_description"":""Value passed for the token was invalid.""}",,2026-06-27 16:14:12.720015,
f871e334-4c6d-4928-a0e0-ded8d65cc18b,a88aa852-5743-43b7-b58a-d4106804f6f1,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476669833535950848/,,,"{""urn"": ""urn:li:share:7476669833535950848""}",2026-06-27 16:16:44.522051,
d4b30e7b-6ab5-44d6-8d2e-a28b01dfe16e,04e8cbf5-c380-4938-bc11-70d9dd09165b,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476669902519730176/,,,"{""urn"": ""urn:li:share:7476669902519730176""}",2026-06-27 16:16:58.628755,
f17edc9b-7820-47c4-ae10-1bb1eff07a10,8b9606df-fab5-405e-906a-1caa790a558c,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476669927886843904/,,,"{""urn"": ""urn:li:share:7476669927886843904""}",2026-06-27 16:17:03.520396,
d2876610-015e-43fb-9774-5a33354dc503,d87f9ec5-4af2-4f54-b002-2ca629a57425,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476669950984867840/,,,"{""urn"": ""urn:li:share:7476669950984867840""}",2026-06-27 16:17:10.920642,
99aa780a-972f-4c68-98b1-9cc56a19a6a5,a1c4d4cd-f1fa-4ea2-9e3d-c7d08205f1d3,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,http_422,com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476669980382728194,"{""status"": 422, ""message"": ""com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476669980382728194"", ""errorDetails"": {""inputErrors"": [{""code"": ""DUPLICATE_POST"", ""input"": {}, ""description"": ""Duplicate post is detected""}]}, ""errorDetailType"": ""com.linkedin.common.error.BadRequest""}",2026-06-27 16:17:45.923456,
cfc0df80-21d1-4af2-9791-5732dc8cae17,f25871f0-e1b1-4576-bd06-c6b882af86d6,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476670184590573568/,,,"{""urn"": ""urn:li:share:7476670184590573568""}",2026-06-27 16:18:12.82227,
12cbfc02-6b99-4e2f-9930-2494ee5621ab,7cb90d8b-5d88-470f-b629-2f59ac419657,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,http_422,com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476670345643487232,"{""status"": 422, ""message"": ""com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476670345643487232"", ""errorDetails"": {""inputErrors"": [{""code"": ""DUPLICATE_POST"", ""input"": {}, ""description"": ""Duplicate post is detected""}]}, ""errorDetailType"": ""com.linkedin.common.error.BadRequest""}",2026-06-27 16:18:46.475216,
3db637a7-49f7-4390-8c9f-96b796a0f933,6b98e9bf-5abd-4acd-83ad-153f92248d88,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,http_422,com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476670375007842304,"{""status"": 422, ""message"": ""com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476670375007842304"", ""errorDetails"": {""inputErrors"": [{""code"": ""DUPLICATE_POST"", ""input"": {}, ""description"": ""Duplicate post is detected""}]}, ""errorDetailType"": ""com.linkedin.common.error.BadRequest""}",2026-06-27 16:18:52.222981,
cc329c01-7ab2-47d2-9461-4117c5204ffc,c7faebbf-c676-4bef-84c7-1b40c45a88ca,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,http_422,com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476670425834340352,"{""status"": 422, ""message"": ""com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476670425834340352"", ""errorDetails"": {""inputErrors"": [{""code"": ""DUPLICATE_POST"", ""input"": {}, ""description"": ""Duplicate post is detected""}]}, ""errorDetailType"": ""com.linkedin.common.error.BadRequest""}",2026-06-27 16:19:03.021292,
b795f641-5d12-403e-a9b0-52b9446051df,a0fae640-f357-4814-ab00-dcc6fa112c46,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476670447045005312/,,,"{""urn"": ""urn:li:share:7476670447045005312""}",2026-06-27 16:19:10.12299,
ab1aba77-9e3b-42d7-b9ac-f3db47082c7d,13865564-2699-4e49-8716-b49d9279c7a5,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,http_422,com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476670482193358848,"{""status"": 422, ""message"": ""com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476670482193358848"", ""errorDetails"": {""inputErrors"": [{""code"": ""DUPLICATE_POST"", ""input"": {}, ""description"": ""Duplicate post is detected""}]}, ""errorDetailType"": ""com.linkedin.common.error.BadRequest""}",2026-06-27 16:19:20.322305,
d0238503-5adf-428b-a215-23252250a685,0a4903d3-0f1e-48ae-8b26-2d74f4104a07,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,http_422,com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476670582177021953,"{""status"": 422, ""message"": ""com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476670582177021953"", ""errorDetails"": {""inputErrors"": [{""code"": ""DUPLICATE_POST"", ""input"": {}, ""description"": ""Duplicate post is detected""}]}, ""errorDetailType"": ""com.linkedin.common.error.BadRequest""}",2026-06-27 16:19:49.420814,
8bd63d9f-8ecd-4eb1-8972-c3107686199c,6b98e9bf-5abd-4acd-83ad-153f92248d88,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476678952007200768/,,,"{""urn"": ""urn:li:share:7476678952007200768""}",2026-06-27 16:52:57.407158,
b0150e3a-f2af-4eaa-9310-6efd531b5a9e,c7faebbf-c676-4bef-84c7-1b40c45a88ca,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,http_422,com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476678975231000576,"{""status"": 422, ""message"": ""com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476678975231000576"", ""errorDetails"": {""inputErrors"": [{""code"": ""DUPLICATE_POST"", ""input"": {}, ""description"": ""Duplicate post is detected""}]}, ""errorDetailType"": ""com.linkedin.common.error.BadRequest""}",2026-06-27 16:53:04.125507,
288cb447-098d-4e91-a505-8662d7a7d625,13865564-2699-4e49-8716-b49d9279c7a5,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,exception,Connection terminated due to connection timeout,,2026-06-27 16:58:54.924659,
5e3d7c19-dce8-4bd7-84fe-7f046ce3ea7d,0a4903d3-0f1e-48ae-8b26-2d74f4104a07,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,http_422,com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476680515622817792,"{""status"": 422, ""message"": ""com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476680515622817792"", ""errorDetails"": {""inputErrors"": [{""code"": ""DUPLICATE_POST"", ""input"": {}, ""description"": ""Duplicate post is detected""}]}, ""errorDetailType"": ""com.linkedin.common.error.BadRequest""}",2026-06-27 16:59:08.639275,
1b028c55-ae42-4661-aa3d-c3df2c3495d5,a1c4d4cd-f1fa-4ea2-9e3d-c7d08205f1d3,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476680531854786560/,,,"{""urn"": ""urn:li:share:7476680531854786560""}",2026-06-27 16:59:09.12321,
6ffe1c98-7cf2-4876-bdda-95093ae5e9cc,7cb90d8b-5d88-470f-b629-2f59ac419657,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,success,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7476680537357701120/,,,"{""urn"": ""urn:li:share:7476680537357701120""}",2026-06-27 16:59:10.906806,
cb769115-ab4c-4eed-8166-f41756e30fe5,20d39374-e5a4-4b6a-a937-d46b907d7eb6,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,http_422,com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476680541417779200,"{""status"": 422, ""message"": ""com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476680541417779200"", ""errorDetails"": {""inputErrors"": [{""code"": ""DUPLICATE_POST"", ""input"": {}, ""description"": ""Duplicate post is detected""}]}, ""errorDetailType"": ""com.linkedin.common.error.BadRequest""}",2026-06-27 16:59:11.25811,
6345be76-795b-4dfc-8371-16b44909b096,78317c9b-cd7c-40f9-aac7-2495b2a112c0,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,http_422,com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476680547868770304,"{""status"": 422, ""message"": ""com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476680547868770304"", ""errorDetails"": {""inputErrors"": [{""code"": ""DUPLICATE_POST"", ""input"": {}, ""description"": ""Duplicate post is detected""}]}, ""errorDetailType"": ""com.linkedin.common.error.BadRequest""}",2026-06-27 16:59:12.792323,
d0180ce4-4b0a-4ccb-a98c-24eb672566e9,59c3867f-d80a-4a65-bca6-2df8604daecc,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,retry_scheduled,,http_422,com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476680549479354368,"{""status"": 422, ""message"": ""com.linkedin.content.common.exception.BadRequestResponseException: Content is a duplicate of urn:li:share:7476680549479354368"", ""errorDetails"": {""inputErrors"": [{""code"": ""DUPLICATE_POST"", ""input"": {}, ""description"": ""Duplicate post is detected""}]}, ""errorDetailType"": ""com.linkedin.common.error.BadRequest""}",2026-06-27 16:59:13.212486,
