id,name,date,type,size,author,status,created_at,scope,project_id,tenant_domain,created_by,file_url,market_id,generated_from_data_as_of
3a2f5ca4-9150-4479-8827-c1ed0874623e,Themis ICE,2026-01-23,Competitive Analysis,663 KB,Chris McNulty,Generated,2026-01-23 23:27:08.306163,project,5342247b-9209-4606-bdc6-00d1b1df73ac,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,5428db01-79b3-4487-a2b2-0e63327f2510,
47edbae2-0d90-4c4a-a463-31b9a585bee5,M-Files Overview,2026-01-24,Competitive Analysis,901 KB,Chris McNulty,Generated,2026-01-24 22:00:58.136211,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,
6cc55f5e-1e1c-4ea8-bc06-b02e05577405,M-FIles Workspaces,2026-01-24,Competitive Analysis,707 KB,Chris McNulty,Generated,2026-01-24 23:06:30.555312,project,aab5d992-7976-4cde-addc-5d689002757f,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,
29adbb96-6628-4f61-a727-90b18c763746,Full Analysis Report - 1/25/2026,2026-01-25,Competitive Analysis,1.0 MB,Chris McNulty,Generated,2026-01-25 02:31:46.737595,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,137db123-4906-4e61-af99-f0d23d86a622,
52e30c8f-8bce-489c-9ae4-f7878ab1bb48,Full Analysis Report - 1/25/2026,2026-01-25,Competitive Analysis,1.1 MB,Chris McNulty,Generated,2026-01-25 19:09:58.047999,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,5428db01-79b3-4487-a2b2-0e63327f2510,
84b58a3f-614f-46b4-a245-9c124b44308f,Full Analysis Report - 1/26/2026,2026-01-26,Competitive Analysis,990 KB,Chris McNulty,Generated,2026-01-26 10:39:10.181397,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,5d149a37-4d48-4ada-994a-eff6cc41c995,
ed52d0c9-b162-48a1-ab90-449c67ec59f1,Competitor Report - Orangutech - 2026-01-26,2026-01-26,Competitor Intelligence,303 KB,Chris McNulty,Generated,2026-01-26 15:49:34.403022,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,5428db01-79b3-4487-a2b2-0e63327f2510,
f5384d2d-0dc6-4107-8bf7-3eb8f08f943d,2026 Initial,2026-02-02,Competitive Analysis,825 KB,Chris McNulty,Generated,2026-02-02 19:51:08.034088,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,e36f9f62-612b-40dd-b2af-39a6cab20c7a,
574013b2-5ab3-4743-822f-c9e5eb52a0c5,Full Analysis Report - 2/2/2026,2026-02-02,Competitive Analysis,1.1 MB,Chris McNulty,Generated,2026-02-02 19:52:14.928473,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,e36f9f62-612b-40dd-b2af-39a6cab20c7a,
df043b13-ba34-4add-bab9-bddce7ea3600,February 2026,2026-02-04,Competitive Analysis,1.4 MB,Chris McNulty,Generated,2026-02-04 01:55:19.43184,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,137db123-4906-4e61-af99-f0d23d86a622,
86a2c8d9-3c27-4e6b-b4f3-293b23de9466,February 2026,2026-02-04,Competitive Analysis,1.4 MB,Chris McNulty,Generated,2026-02-04 03:40:57.593511,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,137db123-4906-4e61-af99-f0d23d86a622,
0974ec27-7ebb-4c54-b75d-d4d9545c0b2e,February 2026,2026-02-04,Competitive Analysis,1.4 MB,Chris McNulty,Generated,2026-02-04 03:41:03.012022,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,137db123-4906-4e61-af99-f0d23d86a622,
9fe5c2b0-d6ad-4f5e-a2ab-5889d07a8739,February 2026,2026-02-04,Competitive Analysis,1.4 MB,Chris McNulty,Generated,2026-02-04 04:36:39.07832,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,137db123-4906-4e61-af99-f0d23d86a622,
686de932-9134-445e-ae72-5b19b3beb191,February 2026,2026-02-04,Competitive Analysis,1.4 MB,Chris McNulty,Generated,2026-02-04 04:36:44.665803,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,137db123-4906-4e61-af99-f0d23d86a622,
82c8b275-3f87-4d1f-8abc-41801ece1046,February 2026 HELUX,2026-02-04,Competitive Analysis,1.3 MB,Chris McNulty,Generated,2026-02-04 16:29:08.915327,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,5428db01-79b3-4487-a2b2-0e63327f2510,
80c32ebb-6e20-400b-acc0-c98d9853bce9,Competitive Analysis - 2/9/2026,2026-02-09,Competitive Analysis,1.9 MB,Chris McNulty,Generated,2026-02-09 11:30:34.625384,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,137db123-4906-4e61-af99-f0d23d86a622,
0509f211-4712-4733-b572-c65424d0f5b9,Competitive Analysis - 2/9/2026,2026-02-09,Competitive Analysis,1.4 MB,Chris McNulty,Generated,2026-02-09 11:34:16.052512,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,137db123-4906-4e61-af99-f0d23d86a622,
3ea526fd-c3ba-4722-9075-f3caa3f7e21f,Competitive Analysis - 2/9/2026,2026-02-09,Competitive Analysis,1.4 MB,Chris McNulty,Generated,2026-02-09 11:34:19.952793,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,137db123-4906-4e61-af99-f0d23d86a622,
8cffc462-2fc5-4beb-86df-b4af46240733,Competitive Analysis - 2/9/2026,2026-02-09,Competitive Analysis,1.4 MB,Chris McNulty,Generated,2026-02-09 11:34:20.767501,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,137db123-4906-4e61-af99-f0d23d86a622,
448a3e56-8264-43d2-ac6f-85f3d94068a3,Competitive Analysis - 2/9/2026,2026-02-09,Competitive Analysis,931 KB,Chris McNulty,Generated,2026-02-09 17:15:44.309633,baseline,,reveillesoftware.com,d816008f-9e8e-434b-8a60-bad260959ddb,,5232feeb-8671-489f-ab07-e9d7310f0a3f,
8b75930d-917b-4030-831f-2cb5ff230b6d,Competitive Analysis - 2/9/2026,2026-02-09,Competitive Analysis,1.3 MB,Chris McNulty,Generated,2026-02-09 23:49:49.26772,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,5428db01-79b3-4487-a2b2-0e63327f2510,
beffd9ff-895a-4723-aacd-f784b313ec50,Competitive Analysis - 2/9/2026,2026-02-11,Competitive Analysis,1.3 MB,Chris McNulty,Generated,2026-02-11 02:22:09.196509,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,5428db01-79b3-4487-a2b2-0e63327f2510,
afae6244-b3c3-47d5-8a9d-2531688009fd,Competitive Analysis - 2/11/2026,2026-02-11,Competitive Analysis,1.8 MB,Chris McNulty,Generated,2026-02-11 02:25:45.328597,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,5428db01-79b3-4487-a2b2-0e63327f2510,
216722f2-03e2-4c6b-8326-17f5478d99d1,Competitor Report - Similarweb - 2026-02-17,2026-02-17,Competitor Intelligence,270 KB,Chris McNulty,Generated,2026-02-17 13:41:43.826838,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,137db123-4906-4e61-af99-f0d23d86a622,
74ddca5e-11ad-4cc6-9c60-7230a56be882,Competitive Analysis - 3/7/2026,2026-03-07,Competitive Analysis,1.2 MB,Chris McNulty,Generated,2026-03-07 21:14:17.061701,baseline,,protiviti.com,116500d0-357e-4ace-a7af-7264ed58e22a,,df5aac98-bc6d-41ae-a00b-a61d3e1505a9,
222a29c4-9dd9-4175-8ebb-7d4f6f1a95d7,Narrative Strategies Initial Report,2026-03-08,Competitive Analysis,1.5 MB,Chris McNulty,Generated,2026-03-08 00:39:24.156034,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,b085c33e-6301-4882-a3fd-5010c4e45238,
80c61919-7df3-4c1f-909f-90940735642f,Competitive Analysis - 3/12/2026,2026-03-12,Competitive Analysis,1.6 MB,Michelle Caldwell,Generated,2026-03-12 19:31:34.056195,baseline,,synozur.com,609baf10-d7b7-4ad2-850c-bdb4a791eefd,,e36f9f62-612b-40dd-b2af-39a6cab20c7a,
ea30b3c8-46e4-4524-bd00-0ecd5c14cf6e,Competitive Analysis - 3/12/2026,2026-03-12,Competitive Analysis,1.6 MB,Michelle Caldwell,Generated,2026-03-12 19:49:56.030004,baseline,,synozur.com,609baf10-d7b7-4ad2-850c-bdb4a791eefd,,e36f9f62-612b-40dd-b2af-39a6cab20c7a,
39047e55-b708-4551-87e1-53ee3cb52558,Competitive Analysis - 3/13/2026,2026-03-13,Competitive Analysis,1.6 MB,Michelle Caldwell,Generated,2026-03-13 22:36:52.483912,baseline,,synozur.com,609baf10-d7b7-4ad2-850c-bdb4a791eefd,,e36f9f62-612b-40dd-b2af-39a6cab20c7a,
3aa5a248-c77d-4fad-8a67-33e97ce9edf4,March 2026,2026-03-16,Competitive Analysis,2.5 MB,Chris McNulty,Generated,2026-03-16 16:58:51.165881,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,e36f9f62-612b-40dd-b2af-39a6cab20c7a,
b5dbfe8d-4314-4f74-bcb4-d0c7692d89a4,March 2026,2026-03-16,Competitive Analysis,2.2 MB,Michelle Caldwell,Generated,2026-03-16 20:37:51.907792,baseline,,synozur.com,609baf10-d7b7-4ad2-850c-bdb4a791eefd,,e36f9f62-612b-40dd-b2af-39a6cab20c7a,
b1c3238e-a44f-4191-baf4-2364a7416d70,Akumina Product Report,2026-03-18,Competitive Analysis,927 KB,Chris McNulty,Generated,2026-03-18 21:15:47.026753,project,6fc9afe4-1ed5-406d-a81a-5feb9c731d3e,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,e36f9f62-612b-40dd-b2af-39a6cab20c7a,
f8aed9f7-0e93-4600-bf7e-3ded45dab83b,Competitive Analysis - 3/21/2026,2026-03-21,Competitive Analysis,1.1 MB,Chris McNulty,Generated,2026-03-21 01:13:36.137852,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,f78f8c44-7b05-43c5-9add-a08bf46af886,
db2de0c6-4282-4385-a816-bfc822679a5e,Marketing Report,2026-03-23,Competitive Analysis,2.9 MB,Michelle Caldwell,Generated,2026-03-23 20:16:11.228538,baseline,,synozur.com,609baf10-d7b7-4ad2-850c-bdb4a791eefd,,e36f9f62-612b-40dd-b2af-39a6cab20c7a,
728a3b17-1087-4388-9e06-a559192a0b70,Competitive Analysis - 3/23/2026,2026-03-23,Competitive Analysis,2.3 MB,Michelle Caldwell,Generated,2026-03-23 20:18:44.490905,baseline,,synozur.com,609baf10-d7b7-4ad2-850c-bdb4a791eefd,,e36f9f62-612b-40dd-b2af-39a6cab20c7a,
df6e4362-c7e9-4293-a5fc-07b02d60fede,Competitive Analysis - 3/26/2026,2026-03-26,Competitive Analysis,941 KB,Michelle Caldwell,Generated,2026-03-26 23:05:12.049769,baseline,,synozur.com,609baf10-d7b7-4ad2-850c-bdb4a791eefd,,188acbd9-121b-4b3f-b21b-37b4e46638e0,
a56a4dd7-a44f-4e9a-a55a-7bd15b03ac74,Competitive Analysis - 3/27/2026,2026-03-27,Competitive Analysis,1.2 MB,Chris McNulty,Generated,2026-03-27 13:13:36.886018,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,9f8f5946-4dd7-418b-b200-ff258a569bf2,
4c567be7-e130-409f-8c7a-2356542f8679,Competitor Report - Gamma - 2026-04-01,2026-04-01,Competitor Intelligence,180 KB,Chris McNulty,Generated,2026-04-01 04:10:50.861669,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,
7d014c7c-bbc4-40b0-a697-77df4cba02da,Competitive Analysis - 4/8/2026,2026-04-08,Competitive Analysis,854 KB,Jennifer Mason,Generated,2026-04-08 18:04:48.173662,baseline,,go-planet.com,3c69a488-d63b-459b-b9f9-a85a79450540,,90fced24-a70f-4e90-b76e-1b0c86db716c,
4425b1e3-c38b-45c5-8053-baa7c84afccc,Competitive Analysis - 2/10/2026,2026-02-10,Competitive Analysis,1.5 MB,Chris McNulty,Generated,2026-02-10 19:35:11.169785,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,,
0f47be9a-8ea0-409b-9318-09e38f7fcd6d,Competitive Analysis - 5/5/2026,2026-05-05,Competitive Analysis,926 KB,Andrew Borg,Generated,2026-05-05 22:33:52.447775,baseline,,synozur.com,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,,df16877c-1384-407b-be3d-69e8a3442178,
6ca6c15a-2be5-40b3-8219-2f91f719aeb4,Competitive Analysis - 5/5/2026,2026-05-05,Competitive Analysis,819 KB,Michelle Boyd,Generated,2026-05-05 22:34:35.601999,baseline,,synozur.com,d5b93415-3a37-4128-bc4b-40e2a29197a8,,ea07a669-2e2b-4dbc-84fd-42f0009d0955,
ee36d44f-a47a-4cb5-913d-662604dfdbbd,Competitive Analysis - 5/5/2026,2026-05-05,Competitive Analysis,799 KB,Shari Oswald,Generated,2026-05-05 22:35:15.10528,baseline,,synozur.com,41b7378d-31af-402a-b50d-4d8e204bbd7d,,0afdd7be-dd94-47e6-89d5-dd3696094e45,
af64cb5e-fd26-4ab9-9ad7-a448c2add618,Competitive Analysis - 5/5/2026,2026-05-05,Competitive Analysis,788 KB,Joshua Christensen,Generated,2026-05-05 23:17:02.328476,baseline,,synozur.com,6a963bc8-8605-4bdb-ae33-32efe0d5e27d,,872dde94-3e6c-4115-acdc-2c79b3276138,
ebb95e18-5b48-4aa1-b635-84dd2c517cfc,Competitive Analysis - 5/6/2026,2026-05-06,Competitive Analysis,797 KB,Matt Shaffer,Generated,2026-05-06 00:18:17.960965,baseline,,synozur.com,900566a4-436d-4c5d-b9ef-3c15df72a303,,0dad59af-ea3b-4cb2-bf04-f365c7a69114,
6b0d1711-ec27-451d-a86c-205c9ffce117,May 2026 - AshlingAI,2026-05-08,Company Analysis,1.8 MB,Chris McNulty,Generated,2026-05-08 22:21:53.046211,baseline,,reveillesoftware.com,116500d0-357e-4ace-a7af-7264ed58e22a,,cf966795-4a02-410b-ac2b-00d57aca1127,
376c5b6f-fbf0-423f-97b2-7094a76f187c,Company Analysis Report - 5/11/2026,2026-05-11,Company Analysis,1.6 MB,Michelle Caldwell,Generated,2026-05-11 22:00:37.381516,baseline,,synozur.com,609baf10-d7b7-4ad2-850c-bdb4a791eefd,,d8017313-db5e-4e57-910c-95b19f5f9b19,
c1b7f72d-93c9-460d-9ef8-4b52c823947b,Company Analysis Report (Full) - 5/21/2026,2026-05-21,Company Analysis,1.9 MB,Michelle Caldwell,Generated,2026-05-21 17:43:24.641545,baseline,,synozur.com,609baf10-d7b7-4ad2-850c-bdb4a791eefd,,5428db01-79b3-4487-a2b2-0e63327f2510,
f914ebab-eac6-4cf4-8d67-3194d7357026,Company Analysis Report - 6/30/2026,2026-06-30,Company Analysis,1.4 MB,Chris McNulty,Generated,2026-06-30 17:24:04.42823,baseline,,synozur.com,116500d0-357e-4ace-a7af-7264ed58e22a,,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,
