id,tenant_domain,market_id,name,created_by,created_at,updated_at
3e7c7abe-38c8-491e-aabf-c5277fd4b48a,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Landing Page,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-22 22:37:17.84152,2026-03-22 22:37:17.84152
f0ed0823-4e56-4e5d-bf9a-4ffcb761674a,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Social Media Post,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-22 22:37:17.84152,2026-03-22 22:37:17.84152
26fb2332-40e6-4dcc-bb95-15ef13cf2fb1,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Service,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-22 22:37:28.75546,2026-03-22 22:37:28.75546
d0e213be-7825-40a8-8174-f847692ffe4f,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Model,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-22 22:37:29.494738,2026-03-22 22:37:29.494738
251de541-90d6-4fed-b370-c318e7e37080,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Apps,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-22 22:37:30.421558,2026-03-22 22:37:30.421558
20fe20d9-1e62-4bae-bad7-43f37f47a394,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,About,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-22 22:37:31.09114,2026-03-22 22:37:31.09114
b685471d-516c-414a-8a3b-612134579c46,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Models,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-22 22:37:32.357612,2026-03-22 22:37:32.357612
897877e2-e814-497c-bc61-030f5602cfa1,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Services,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-22 22:37:33.629501,2026-03-22 22:37:33.629501
f4cfaa7f-8591-4566-84ce-dfebdc123444,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Event,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 11:55:17.435873,2026-03-24 11:55:17.435873
4e5761ce-1a50-4014-9301-54780d864f67,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Workshop,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-25 00:54:40.596234,2026-03-25 00:54:40.596234
402d04c5-9ed7-4263-bfa6-6754d6a2b7ef,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Blog Post,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
dc186b3d-907b-4c59-9904-bfb86b6d28b7,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,White Paper,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
152295cb-80da-4248-8323-3de55ef646e6,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Case Study,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
e63a8bcd-4ca0-4d47-91b3-d5f9b07bc3de,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,eBook,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
c730c904-2c53-4c99-9ee0-ecda813e59c1,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Infographic,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
93019605-4099-43be-a490-da949122b4f2,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Webinar,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
7d1db7f5-41e2-4941-8990-299f5b881c85,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Video,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
99424815-b7fb-4f1f-9175-131bce8218d7,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Podcast,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
78611506-fcbc-4cf7-96f3-272b5c0f5ad2,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Press Release,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
8931156a-042c-4bf3-bd1f-678a160f6b83,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Newsletter,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
e032fae4-f07d-4320-a588-89ee0b8caa91,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Product Brief,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
f073d0b1-6db0-437e-b25d-842dbf58d77f,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Datasheet,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
2ba84f42-9f31-401b-9d60-c024c0b63aec,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Landing Page,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
4c9138e6-f5a8-48b0-8be1-e992b7569862,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Social Media Post,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 13:41:02.97132,2026-03-26 13:41:02.97132
88a91185-ee0d-44b1-af73-8052454e3916,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Blog Post,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
157f0b3d-beb3-4b06-96d5-9f0d076a6a15,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,White Paper,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
7c74e3d6-5a6c-4c2e-8b78-423f7266f503,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Case Study,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
6fda56cf-946c-4af6-8273-06e0a0202f56,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,eBook,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
6b38849a-c92f-4252-aeab-fd3d9043e393,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Infographic,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
ad5614db-6b69-4adb-8445-9d747f64c772,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Webinar,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
b3327962-bd40-4463-a7c8-300bd254fc76,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Video,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
96ca13ec-ca9d-4bb8-88b2-8049d19f1ec7,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Podcast,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
3811b615-45a4-4c31-8562-0cb306d0a31b,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Press Release,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
fd823c13-3e17-44b9-a971-f638ac45629a,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Newsletter,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
122b84ba-fb46-4748-9051-ee0709e465ce,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Product Brief,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
0e98c094-2f4d-4b7d-b158-a6b59c2a7331,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Datasheet,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
69848d03-0da0-4f08-8115-3de8cefd179b,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Landing Page,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
11106ccb-1e42-47db-92ba-c2abe81d3f1d,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Social Media Post,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 16:41:36.735986,2026-04-05 16:41:36.735986
989a741a-62bf-4377-8a4d-946290fe276e,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Blog Post,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
7c4674bf-7a37-4555-b490-b3659494c648,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,White Paper,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
7128ec0e-32c5-4e15-bff7-e2df9c6cba52,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Case Study,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
bcdb3ac0-e9f5-41c1-8ff4-a14ca4ebc09a,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,eBook,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
c7002a34-20af-422f-942d-44314c5275c2,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Infographic,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
84dabf5c-a98d-4122-b6e8-11a7a09a4780,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Webinar,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
fb9927a8-2a46-4715-9a89-e96b9e92891a,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Video,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
8406a3c5-c574-4520-a894-0e056688a75c,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Podcast,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
0ca45775-4ae9-4b50-8bde-86bd29c270ee,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Press Release,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
7f81806d-a891-456c-9914-ffa493c94524,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Newsletter,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
238eec88-6fbc-4cde-80ac-bf81581952fa,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Product Brief,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
3958ceca-d3b0-49a6-ac9e-da9d25e0197d,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Datasheet,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
8b77fba4-408d-4063-9ea9-1a0149af2235,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Landing Page,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
44059eb2-6046-4359-a025-ad0750425982,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Social Media Post,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-10 03:18:45.495001,2026-04-10 03:18:45.495001
205f3f8a-7e1b-4aee-8703-8316f1ea2fb3,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Landscapes,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-10 05:45:02.044665,2026-04-10 05:45:02.044665
47d172b4-61aa-4c10-824b-38335bd8da52,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Seascapes,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-10 05:45:08.05593,2026-04-10 05:45:08.05593
daa2c551-d3ee-4a07-9706-5a010e65ce0e,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,CItyscapes,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-10 05:45:18.421387,2026-04-10 05:45:18.421387
ff7a2def-369d-42c1-9459-a820f621e44f,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Event,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-18 22:52:57.492836,2026-04-18 22:52:57.492836
3dafc630-b923-4339-acb5-c0460e8c9d07,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Blog Post,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
2b69500a-2f27-4970-aea0-2062215ee94f,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,White Paper,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
198dfad2-723b-4e3b-af43-1c34cff2ab6c,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Case Study,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
28669634-21cc-4593-8184-2a31e3fbde39,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,eBook,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
85076a5d-63cf-465a-a7d3-322849d19db9,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Infographic,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
6fe2ba14-e4ff-4151-b964-b6758b7d3e56,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Webinar,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
7be937ad-a110-49fd-910f-d2d7300ccd20,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Video,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
4e2c1ea1-b6a2-428e-8262-ecbac8d38afe,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Podcast,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
9eeccb9f-5c20-4bec-94fa-746cd2db576d,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Press Release,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
837a4204-383a-4dc1-a6be-c4ab98f22540,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Newsletter,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
97bfedc0-4dcc-4fd0-9a71-70d50d26ac47,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Product Brief,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
f628ab0b-52f2-4a35-b24a-29bba2bc973a,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Datasheet,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
967bb4d5-ad64-4a2a-b298-f826aaa03b8c,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Landing Page,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
40b379fc-513d-4251-b082-666749867e65,synozur.com,df16877c-1384-407b-be3d-69e8a3442178,Social Media Post,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 22:17:28.213449,2026-05-05 22:17:28.213449
a0cadaec-e6e4-4ebe-9140-d706cb4b868d,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Blog Post,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
a3394a00-e8f0-4747-bbcd-f0f53bda2e99,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,White Paper,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
65b7f190-804e-43ff-84fd-6467507be558,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Case Study,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
981b6612-5250-49fc-9a0b-d1d7107c9815,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,eBook,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
cd2608c0-b672-443a-bccc-0db2be260d3e,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Infographic,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
ea7db081-2dcd-4b04-8c72-c3f00e360fb1,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Webinar,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
1ced7762-318a-45f2-917a-1dae313485d9,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Video,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
20ae65dc-7179-4433-867a-96eda624777a,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Podcast,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
3351bc55-6daa-43d9-b61e-b141c02347be,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Press Release,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
07e357b6-b926-441a-94a9-70ff24bcb0d8,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Newsletter,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
e23c6fe0-326b-4b9a-aca4-0fe4cb8d2450,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Product Brief,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
7c025310-f1f9-4d52-a23c-8ba48997a01b,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Datasheet,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
7aec8b9e-e1fa-436c-adc0-97dd1c256693,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Landing Page,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
b79aae6d-74b4-40bc-80d3-6f4ed1fd2304,synozur.com,0ef94ec0-4a79-4bf6-8bf8-7009864131e5,Social Media Post,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:18:35.045873,2026-05-05 22:18:35.045873
8f1c7d15-e64c-4b1d-bf34-a0e5c4e01696,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Blog Post,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
9e819395-1e9a-4655-840f-60b0b15ae5c9,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,White Paper,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
d07870bb-acac-4974-991f-e4fc1ef08fd0,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Case Study,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
88ae5624-a31f-48b2-a760-3d03e7ae8cbe,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,eBook,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
4a421b5c-361f-4ff5-b32c-757c3a74ea8d,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Infographic,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
02c0c253-87a0-4b0d-b041-50027dff546b,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Webinar,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
563eb3fc-7649-4d02-b655-b866b5078280,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Video,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
18f60985-b2d1-4a75-8ae8-2ce799d0a13a,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Podcast,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
93a8242a-237d-412c-9049-e3dc69bf2a74,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Press Release,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
66223194-db91-4ea7-a5d1-1ab790de3d0d,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Newsletter,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
6d9dbec7-6665-488a-948b-dbc80df153be,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Product Brief,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
943489e3-a903-4779-951d-edfb9528c011,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Datasheet,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
589b4e3c-f0d1-49b1-afcd-d90c94e37985,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Landing Page,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
ceb92fb8-42cb-4e62-8208-1695ee333aa8,synozur.com,723cb0a7-893c-4f36-b867-d6a207f2bfde,Social Media Post,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:16:52.871248,2026-06-05 13:16:52.871248
