id,tenant_domain,market_id,keyword_id,entity_type,entity_id,entity_name,entity_domain,rank,estimated_traffic,share_of_voice,captured_at
00226964-bf23-4fd9-a5ec-a0bd5b77ed98,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,2,1800,2069,2026-06-11 14:54:55.223192
00229b01-8010-436f-aef3-be08cf6ab689,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,f98ffa0d-82e8-4410-9fd7-182238c46006,competitor,b779e181-a767-4d9b-88e2-6d9af2f3b828,Unily,unily.com,5,520,624,2026-06-23 23:14:03.086118
0023257c-ca06-4963-bbcb-5aad764e700d,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,b5d12262-1337-4bcf-a9d4-4ba831ef7edf,Society for Information Management,simnet.org,3,1100,2434,2026-06-08 19:59:22.739763
00267a0d-4f37-4712-8a26-35f824be3760,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,c37c4fd7-fa11-4147-95b6-2e401489de19,Slalom,slalom.com,4,750,1008,2026-06-16 19:21:04.512802
002bd690-d79f-4118-9f17-665554f7f561,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,8,210,282,2026-06-30 11:16:18.949678
003b0f39-bbc0-4b0d-8265-24446513bf8f,synozur.com,,5e2b1197-eaf5-49e8-9db1-41666c100d07,competitor,4a7d1f2b-28a6-4196-b23f-0b6d273d1507,West Monroe,westmonroe.com,4,750,1068,2026-06-14 11:17:35.564182
0041673a-04da-4dc5-ac5c-4b0590e91deb,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,06ad74d6-1d3a-4ca8-9a22-6a88b9dc13ca,IIIM - Institute of Information Management,iim.org.uk,6,380,445,2026-06-26 17:00:41.135853
0046d940-7e4a-4ff9-9bda-7a57ad44d561,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,competitor,08fed942-89fc-4861-b880-b3821383c191,IAPP - International Association of Privacy Professionals,iapp.org,,0,0,2026-07-03 18:19:23.544433
00473205-e7ec-4071-8ae6-aa5caf54c25f,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,70119ffb-1157-4dba-b98b-ad7a3c78d74b,Pariveda,parivedasolutions.com,7,280,419,2026-06-07 18:35:49.800301
004d71b9-bf83-4892-b79b-ae296bbeb497,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,a89840d8-543e-4a59-a040-ed273515b3dd,Cherokee Nation,cherokee.org,1,3500,4202,2026-06-03 14:00:04.022251
004db47b-f0a2-4626-bb59-b127158abd2b,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,baseline,b2ef0182-5f8b-4312-9bfe-efe5acb8529a,Seminole Tribe of Florida,semtribe.com,,0,0,2026-07-03 15:30:31.684595
004dc046-cec0-4c5a-81d2-c8364f985b8c,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,9de32bde-0723-4bc6-9218-8fc12a50cfea,Mashantucket Pequot Tribal Nation,mptn-nsn.gov,2,1800,2161,2026-05-08 17:33:05.570686
0052decb-02a9-4fad-801e-af603c5745c2,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,2a608b0e-4dbd-4eae-ac9d-3eba3d722bbe,DAMA International,dama.org,8,210,246,2026-06-20 16:10:59.944472
0053480c-118c-428b-89ab-17f989ea0604,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,competitor,,Perficient,perficient.com,,0,0,2026-06-05 19:44:13.248081
0054106d-8372-43fb-a0ec-cba8460c02b6,synozur.com,,21ba3b7d-8501-465f-bf7a-aaf61eb0fb94,competitor,f6c55d87-9047-49ba-b332-7fe2c727c47d,Ninety,ninety.io,7,280,347,2026-06-17 17:25:54.990394
00550ba5-491e-44bd-83d7-930915c236ad,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,4a7d1f2b-28a6-4196-b23f-0b6d273d1507,West Monroe,westmonroe.com,,0,0,2026-07-08 21:56:02.228311
00581e60-029d-437e-acb5-ff4e2e4023e3,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,4407763f-7495-4959-82ab-9e093e58d3c6,baseline,e36e5aa3-52f3-43d0-853c-180b8a04d3b3,ClearPeople,clearpeople.com,1,3500,4202,2026-06-20 21:05:45.078888
005a6027-cce2-4df5-8425-f6947be73945,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,competitor,67fd382f-5b73-4921-a204-253f587a9171,Project Management Institute (PMI),pmi.org,3,1100,2183,2026-06-23 04:36:09.95974
005c33f1-6963-43c4-8d7c-7404e98a1a9a,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,2a608b0e-4dbd-4eae-ac9d-3eba3d722bbe,DAMA International,dama.org,8,210,246,2026-06-03 18:00:48.320315
005e251f-2a01-4841-b7cc-fcce0190a6a2,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,competitor,1dff90fa-d938-48b9-ac07-5d059fa04832,E78,e78partners.com,3,1100,1247,2026-06-20 22:01:20.619162
006b647a-63c0-41ea-9206-8a2654886e0e,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,c37c4fd7-fa11-4147-95b6-2e401489de19,Slalom,slalom.com,,0,0,2026-06-26 14:28:20.979574
007784bc-6467-4275-a88e-89912897891f,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,c37c4fd7-fa11-4147-95b6-2e401489de19,Slalom,slalom.com,,0,0,2026-06-22 04:28:04.599354
007cd5a9-5c91-453a-9098-738902a70493,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,1dff90fa-d938-48b9-ac07-5d059fa04832,E78,e78partners.com,5,520,699,2026-06-22 18:56:12.782182
007f0894-7f38-4ca6-bdb5-54929a1293b7,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,706108a1-dfe0-4cf2-91b6-19f8417e23e3,competitor,3f99127a-dfe8-40fc-8a17-13df183c7629,Powell Software,powell-software.com,,0,0,2026-07-01 00:55:36.723168
00837340-c758-42bf-be61-aa24ffba1e49,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,67fd382f-5b73-4921-a204-253f587a9171,Project Management Institute (PMI),pmi.org,,0,0,2026-06-05 06:47:40.827768
00891227-73db-46b9-9792-ed704c80fe56,synozur.com,,21ba3b7d-8501-465f-bf7a-aaf61eb0fb94,competitor,083e0f08-61d1-415a-a97e-839f30139987,Point B,pointb.com,8,210,260,2026-06-28 18:16:51.325536
008d79e2-2521-4fc3-8b1f-f38b7ea56853,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,f6c55d87-9047-49ba-b332-7fe2c727c47d,Ninety,ninety.io,12,70,93,2026-06-09 00:12:17.528936
008d9aae-5d21-472a-8140-7e9c54f8c86e,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,083e0f08-61d1-415a-a97e-839f30139987,Point B,pointb.com,1,3500,4023,2026-06-03 18:00:23.122834
008f218e-4c6b-42c4-9f77-35b9bd1cebab,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,,0,0,2026-07-04 03:48:27.886767
009713d2-f398-435a-be92-c384c8aff117,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,706108a1-dfe0-4cf2-91b6-19f8417e23e3,competitor,3ba512ba-97fa-4f32-bbf7-2b3fd03d1d70,Infodash,getinfodash.com,5,520,796,2026-06-15 18:20:02.295362
00971e7b-be52-4495-829d-9f74c7ab4eb9,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,083e0f08-61d1-415a-a97e-839f30139987,Point B,pointb.com,11,90,135,2026-06-06 14:18:50.643104
00a22c99-dc5c-4f09-bf57-8621da51929c,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,2,1800,2041,2026-06-09 03:09:10.43728
00a8c5dc-4625-42eb-9a15-7ae079f856fb,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,f6c55d87-9047-49ba-b332-7fe2c727c47d,Ninety,ninety.io,9,160,240,2026-06-04 11:00:58.721516
00aabafd-b90c-4197-8eff-9a588a6bcdc9,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,,0,0,2026-07-11 11:59:55.76901
00ab76d7-7689-4364-af3b-5b70e008fb7b,synozur.com,,5e2b1197-eaf5-49e8-9db1-41666c100d07,competitor,115d22b8-c03c-4c3e-8093-e53399240505,Propeller,propeller.com,,0,0,2026-06-11 22:44:37.855562
00ab8e3b-00b3-4a62-80df-b9fe4db7f630,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,083e0f08-61d1-415a-a97e-839f30139987,Point B,pointb.com,1,3500,4660,2026-06-03 18:00:24.422401
00b2ccee-4cda-4b8e-bac3-246bea5b77c5,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,43e55426-39b1-4203-9394-fa02a08d21a9,Eagle Hill Consulting,eaglehillconsulting.com,9,160,184,2026-06-02 22:58:27.52135
00ba8da9-934a-4d88-b410-79c126e27db1,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,083e0f08-61d1-415a-a97e-839f30139987,Point B,pointb.com,1,3500,4147,2026-06-22 09:28:36.472888
00bbd14d-92aa-42f5-a7ec-76b212e5b122,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,43e55426-39b1-4203-9394-fa02a08d21a9,Eagle Hill Consulting,eaglehillconsulting.com,,0,0,2026-07-09 15:45:34.48251
00bdf14b-c3d7-4dfb-9964-f994a8c8957e,synozur.com,,b27ba16f-008f-451e-8afb-56459d8658e4,competitor,083e0f08-61d1-415a-a97e-839f30139987,Point B,pointb.com,8,210,238,2026-06-25 00:38:09.089198
00c3ba2b-cab4-490e-b4fe-c429fb25aaea,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,competitor,,Perficient,perficient.com,,0,0,2026-06-02 22:58:30.319649
00c522b3-ec25-4d1c-ad97-52b74f400a93,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,baseline,37d74323-ec27-4651-bf69-7bd164c175cf,The Synozur Alliance,synozur.com,11,90,102,2026-06-07 17:34:06.323475
00cd77f0-60fb-475c-9be3-fc86d8864e84,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,competitor,c37c4fd7-fa11-4147-95b6-2e401489de19,Slalom,slalom.com,6,380,431,2026-06-26 19:57:07.611548
00d3bf5a-37a5-413f-8dfb-5fc7be974d19,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,c14730b9-be27-439c-9a5e-9f4901396375,ISACA,isaca.org,8,210,465,2026-06-12 12:04:09.741015
00d9010b-7efd-4416-9cf1-6654e696dcac,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,f98ffa0d-82e8-4410-9fd7-182238c46006,competitor,b779e181-a767-4d9b-88e2-6d9af2f3b828,Unily,unily.com,5,520,624,2026-06-25 17:50:13.115642
00db9b4d-bcf2-44d5-b672-b42109071326,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,083e0f08-61d1-415a-a97e-839f30139987,Point B,pointb.com,11,90,135,2026-06-07 17:11:47.47026
00dcac94-2095-4732-9f66-390aa1e53391,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,706108a1-dfe0-4cf2-91b6-19f8417e23e3,competitor,7bb038a9-f9b1-46fb-b8b5-6d509c219457,Bloomfire,bloomfire.com,5,520,832,2026-05-30 11:04:46.075434
00df1bfc-1944-4e41-bc8c-536a49ba5509,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,a89840d8-543e-4a59-a040-ed273515b3dd,Cherokee Nation,cherokee.org,1,3500,4202,2026-06-11 01:13:05.977765
00e1b46e-ba0d-4585-a7c1-903eb43f345f,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,4f7e4e87-ad64-43a0-b70f-d8ac4fbedf73,Mohegan Tribe,mohegan.nsn.gov,7,280,336,2026-05-12 17:39:40.155606
00e3e008-75f4-49de-8dc7-23d6eb50521d,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,4407763f-7495-4959-82ab-9e093e58d3c6,baseline,e36e5aa3-52f3-43d0-853c-180b8a04d3b3,ClearPeople,clearpeople.com,,0,0,2026-07-03 00:48:11.883304
00e8a66d-f073-4fd8-bf5d-ddc37ab4be7b,synozur.com,,b27ba16f-008f-451e-8afb-56459d8658e4,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,,0,0,2026-07-11 11:59:21.571396
00e94af6-60ae-4a83-ac92-1d89b469ae43,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,b67215e1-417e-4176-b3fc-f18deb838947,ARMA International,arma.org,2,1800,2108,2026-06-10 13:38:08.591112
00e9c1d0-bbec-417f-ac74-ec9d0adc0c3c,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,08fed942-89fc-4861-b880-b3821383c191,IAPP - International Association of Privacy Professionals,iapp.org,3,1100,1288,2026-06-04 04:01:57.118866
00f0f4d8-4c48-4867-80f2-d5535e70da00,synozur.com,,b27ba16f-008f-451e-8afb-56459d8658e4,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,1,3500,3968,2026-06-20 18:44:54.929826
00f5a7b7-74d8-453b-b766-8d41a9da2021,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,b5d12262-1337-4bcf-a9d4-4ba831ef7edf,Society for Information Management,simnet.org,3,1100,2434,2026-06-03 06:00:13.918285
00f85e6e-09ac-447e-8dfc-65f55309e089,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,competitor,b67215e1-417e-4176-b3fc-f18deb838947,ARMA International,arma.org,,0,0,2026-06-20 16:11:22.042492
00f9b742-6468-46ae-aff0-9723a4280fad,synozur.com,,f0c83c3f-afb9-402b-ba25-b314903d2a1a,competitor,c37c4fd7-fa11-4147-95b6-2e401489de19,Slalom,slalom.com,1,3500,5240,2026-06-06 14:18:50.643104
00fa6688-e790-47f2-9671-05ac9b9afbd9,synozur.com,,5e2b1197-eaf5-49e8-9db1-41666c100d07,competitor,115d22b8-c03c-4c3e-8093-e53399240505,Propeller,propeller.com,,0,0,2026-07-09 15:45:42.735251
00fe8b48-4162-4e58-aaaa-7ee8dbc5cd06,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,2,1800,2133,2026-06-16 16:18:53.345539
0104338f-4480-48fb-b926-d264b6d92ba5,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,4f7e4e87-ad64-43a0-b70f-d8ac4fbedf73,Mohegan Tribe,mohegan.nsn.gov,7,280,336,2026-05-06 05:24:23.676471
0106bef3-ca35-457f-bdd0-26ff8f3c3126,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,8e3f4d43-dc70-4cd9-9294-cffebfaae7bc,competitor,3f99127a-dfe8-40fc-8a17-13df183c7629,Powell Software,powell-software.com,5,520,624,2026-06-11 18:01:06.179819
01089765-e808-4d2e-9e45-1ecce89facc7,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,b6bbf042-54b7-457f-bee8-b5a9610f6919,Chickasaw Nation,chickasaw.net,3,1100,1321,2026-05-18 20:40:39.380761
010a8151-d833-4199-9e48-f5f91207aa0d,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,4407763f-7495-4959-82ab-9e093e58d3c6,competitor,4431e858-523f-4f7d-8806-e045f68867eb,Interact,interact-intranet.com,,0,0,2026-07-08 21:56:53.27864
010e339f-08cd-400e-8674-24bf63220d6b,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,70119ffb-1157-4dba-b98b-ad7a3c78d74b,Pariveda,parivedasolutions.com,6,380,506,2026-06-11 22:44:27.156168
01105b7d-5376-4d9a-b879-db11f450f6a2,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,competitor,c14730b9-be27-439c-9a5e-9f4901396375,ISACA,isaca.org,6,380,754,2026-06-15 16:50:55.110895
0112e2c3-833e-40d8-b1c4-9e8ce5026ae5,synozur.com,ea07a669-2e2b-4dbc-84fd-42f0009d0955,58d56fab-2d51-44ec-ae0e-3ba8da88b4cb,competitor,2afad96e-6670-4eff-b02e-4cb2cbbdf86e,Choctaw Nation of Oklahoma,choctawnation.com,6,380,456,2026-06-19 16:00:56.338571
0114fb9b-4323-44e8-afda-9f081d0d9463,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,competitor,f6c55d87-9047-49ba-b332-7fe2c727c47d,Ninety,ninety.io,1,3500,3968,2026-06-15 13:13:07.599973
01165ade-31a8-408f-9634-4bf31b9f0167,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,1dff90fa-d938-48b9-ac07-5d059fa04832,E78,e78partners.com,5,520,699,2026-06-30 11:16:18.949678
0119f8f6-99b4-4fe2-bc8e-84abbc07dbec,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,1dff90fa-d938-48b9-ac07-5d059fa04832,E78,e78partners.com,5,520,692,2026-06-09 00:12:47.139647
011a8ab8-3492-4500-b959-40741055d866,synozur.com,,b07da724-1700-41fd-ae31-81e2d0dc5aec,competitor,43e55426-39b1-4203-9394-fa02a08d21a9,Eagle Hill Consulting,eaglehillconsulting.com,9,160,215,2026-06-15 16:50:54.471739
011bce83-1826-4681-9752-b9fb49e24311,synozur.com,,110707f5-b649-41d3-b897-610fab11a453,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,2,1800,2041,2026-06-24 03:18:15.698644
012680cf-f9dc-4155-8d0a-09e2c65c3b29,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,67fd382f-5b73-4921-a204-253f587a9171,Project Management Institute (PMI),pmi.org,7,280,328,2026-06-19 16:00:40.948015
01285d78-eb94-4265-a671-bb4e5ea70061,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,4a7d1f2b-28a6-4196-b23f-0b6d273d1507,West Monroe,westmonroe.com,10,120,142,2026-06-26 19:10:57.832518
0128bd87-c976-4743-969a-cd3f6abe8212,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,79081557-d72a-4af7-915e-266802e4ca2e,competitor,3f99127a-dfe8-40fc-8a17-13df183c7629,Powell Software,powell-software.com,,0,0,2026-07-09 15:46:29.998908
012ac72e-0310-494b-9348-f10b5dea8594,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,706108a1-dfe0-4cf2-91b6-19f8417e23e3,competitor,b779e181-a767-4d9b-88e2-6d9af2f3b828,Unily,unily.com,,0,0,2026-06-05 14:46:35.480068
012ae69e-1499-49f3-bdd2-ff19d8e8a6f0,synozur.com,,21ba3b7d-8501-465f-bf7a-aaf61eb0fb94,competitor,c37c4fd7-fa11-4147-95b6-2e401489de19,Slalom,slalom.com,3,1100,1363,2026-06-15 13:27:22.277659
012b6864-f7f0-43d8-9898-c630b63bf00c,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,c5bee1b8-cd9d-4bac-bd83-06da970ccf02,competitor,08fed942-89fc-4861-b880-b3821383c191,IAPP - International Association of Privacy Professionals,iapp.org,8,210,417,2026-06-01 02:04:17.775575
012b8757-7e3a-40de-85c3-157f0001029e,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,8e3f4d43-dc70-4cd9-9294-cffebfaae7bc,competitor,4431e858-523f-4f7d-8806-e045f68867eb,Interact,interact-intranet.com,,0,0,2026-07-01 00:55:24.799898
013167fe-09ba-41f3-9a7c-cb91727e2de3,synozur.com,,5e2b1197-eaf5-49e8-9db1-41666c100d07,competitor,4a7d1f2b-28a6-4196-b23f-0b6d273d1507,West Monroe,westmonroe.com,4,750,1068,2026-06-12 14:54:31.091824
013e4b8c-1bc9-4e74-9173-4350c950bc1b,synozur.com,,21ba3b7d-8501-465f-bf7a-aaf61eb0fb94,competitor,43e55426-39b1-4203-9394-fa02a08d21a9,Eagle Hill Consulting,eaglehillconsulting.com,5,520,644,2026-06-17 21:18:57.100306
014178f1-6710-4d77-8ec4-46f5342ad354,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,67fd382f-5b73-4921-a204-253f587a9171,Project Management Institute (PMI),pmi.org,7,280,328,2026-05-30 14:01:47.67392
0144fe1b-3fe5-4a4c-ae73-bde7ce206fa3,synozur.com,,d00a901d-8c55-4885-b810-66ed03148f47,competitor,c37c4fd7-fa11-4147-95b6-2e401489de19,Slalom,slalom.com,,0,0,2026-06-07 17:57:45.172933
014f3c37-092d-40d2-a105-8053d199dfee,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,4407763f-7495-4959-82ab-9e093e58d3c6,baseline,e36e5aa3-52f3-43d0-853c-180b8a04d3b3,ClearPeople,clearpeople.com,1,3500,4202,2026-06-26 14:30:35.679546
01506b2a-aa5a-4d5f-873a-23a89ce3f372,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,f98ffa0d-82e8-4410-9fd7-182238c46006,competitor,3ba512ba-97fa-4f32-bbf7-2b3fd03d1d70,Infodash,getinfodash.com,,0,0,2026-07-04 03:53:35.887833
01509ad0-f9d5-490b-9b7b-011adad05fbe,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,706108a1-dfe0-4cf2-91b6-19f8417e23e3,competitor,4431e858-523f-4f7d-8806-e045f68867eb,Interact,interact-intranet.com,6,380,608,2026-05-31 06:05:03.475001
0151fad8-73c8-4e9b-82fd-a3bc0f4e3467,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,ed97ac42-af9c-428c-8d77-0aaefeac88f7,competitor,b5d12262-1337-4bcf-a9d4-4ba831ef7edf,Society for Information Management,simnet.org,,0,0,2026-07-16 02:22:31.59616
01550c31-c377-42b6-bd3e-e8c3e950157a,synozur.com,7f49f485-e251-4e51-8114-cce62e5ce6a9,35b722e5-4d12-4acf-82d9-70bd480fb510,competitor,b5d12262-1337-4bcf-a9d4-4ba831ef7edf,Society for Information Management,simnet.org,3,1100,2434,2026-06-09 03:09:12.127786
015b1e90-e20f-4d35-aabc-72cdc55545c7,synozur.com,,21ba3b7d-8501-465f-bf7a-aaf61eb0fb94,competitor,ff3f7fb9-9972-4004-aa14-4001ca74ad8d,Avanade,avanade.com,2,1800,2230,2026-06-14 17:14:51.355031
01611eb9-8379-4f52-9485-47c5acffa0d4,synozur.com,,5e2b1197-eaf5-49e8-9db1-41666c100d07,competitor,43e55426-39b1-4203-9394-fa02a08d21a9,Eagle Hill Consulting,eaglehillconsulting.com,3,1100,1567,2026-06-26 19:57:06.290692
