id,tenant_domain,action,cost_tier,period_start,occurred_at,succeeded,actor_user_id,resource_id,metadata,user_id
a23d7b45-5b96-4e59-b903-601076d1f010,synozur.com,manualCrawl,medium,2026-05-05 21:47:04.157554,2026-05-05 21:47:04.157554,t,,,,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd
a3ab5ce1-a9f6-4d5c-a7b8-f6a0470801b3,synozur.com,manualCrawl,medium,2026-05-05 21:49:21.511856,2026-05-05 21:49:21.511856,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
4cc045d8-be42-4e6d-98b2-38729d738777,synozur.com,manualCrawl,medium,2026-05-05 21:49:21.929128,2026-05-05 21:49:21.929128,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
44c87a30-2a57-4416-824a-7099eb621d93,synozur.com,manualBriefingRebuild,high,2026-05-05 21:52:51.219764,2026-05-05 21:52:51.219764,t,,,,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd
b1856c8b-c63c-4fd3-974b-b90ab89e2006,synozur.com,manualCrawl,medium,2026-05-05 21:52:48.308568,2026-05-05 21:52:48.308568,t,,,,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd
92303192-13aa-4ca5-91d2-cc51739261c8,synozur.com,manualCrawl,medium,2026-05-05 21:52:49.166123,2026-05-05 21:52:49.166123,t,,,,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd
6b56d0b1-3098-4f8a-8843-56f2a979c721,synozur.com,manualCrawl,medium,2026-05-05 21:53:21.450037,2026-05-05 21:53:21.450037,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
9ee74658-777b-4bc2-9bc5-c8d51fa4a4c4,synozur.com,manualBriefingRebuild,high,2026-05-05 21:53:24.853034,2026-05-05 21:53:24.853034,t,,,,900566a4-436d-4c5d-b9ef-3c15df72a303
70055e36-b213-42ae-8863-0058eef62f4d,synozur.com,manualBriefingRebuild,high,2026-05-05 21:53:31.213054,2026-05-05 21:53:31.213054,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
c5774430-937c-4f5b-a5c7-b21725ac348a,synozur.com,manualCrawl,medium,2026-05-05 21:53:25.285261,2026-05-05 21:53:25.285261,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
a613fddc-d5a6-4abc-876c-24afd008815d,synozur.com,manualCrawl,medium,2026-05-05 21:53:36.382719,2026-05-05 21:53:36.382719,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
da1e105d-7f19-47b5-9a8a-846a31a88d28,synozur.com,manualCrawl,medium,2026-05-05 21:53:40.935215,2026-05-05 21:53:40.935215,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
efbb8471-0e82-4bcb-899c-919ca31e5288,synozur.com,manualCrawl,medium,2026-05-05 21:53:53.154642,2026-05-05 21:53:53.154642,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
e4e7baca-a3b0-4ece-a9e1-3965a4181ccd,synozur.com,manualCrawl,medium,2026-05-05 21:53:53.862979,2026-05-05 21:53:53.862979,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
998f0477-f6f5-4f8d-8b8b-f53b4677a3e0,synozur.com,manualCrawl,medium,2026-05-05 21:53:52.627505,2026-05-05 21:53:52.627505,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
8b25406e-55db-4ad6-bf4a-cac00586f2b2,synozur.com,manualCrawl,medium,2026-05-05 21:54:06.729317,2026-05-05 21:54:06.729317,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
54bd4af9-97d9-47d6-a1d4-9067e1af53c2,synozur.com,manualCrawl,medium,2026-05-05 21:54:05.416946,2026-05-05 21:54:05.416946,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
22e41e2a-bfcd-4adb-b0a1-abf4ef57fbd6,synozur.com,manualCrawl,medium,2026-05-05 21:54:08.359975,2026-05-05 21:54:08.359975,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
d114f69c-794a-40a7-8e00-69d6d01f0ae0,synozur.com,manualCrawl,medium,2026-05-05 21:54:20.377684,2026-05-05 21:54:20.377684,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
cd1ab83b-f638-4387-938f-04a4542fe594,synozur.com,manualCrawl,medium,2026-05-05 21:54:29.084888,2026-05-05 21:54:29.084888,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
1220103a-db17-43df-9690-456d9a0e3c8a,synozur.com,manualBriefingRebuild,high,2026-05-05 21:54:56.623547,2026-05-05 21:54:56.623547,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
54deddda-8959-49d3-98b4-d2c3094beddd,synozur.com,manualBattlecardRegen,medium,2026-05-05 21:55:36.400931,2026-05-05 21:55:36.400931,t,,,,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd
f0130f21-e9c9-4b9b-9ba8-1201a312ff9d,synozur.com,manualCrawl,medium,2026-05-05 21:56:28.95949,2026-05-05 21:56:28.95949,t,,,,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd
82150c1c-47a3-41fc-9360-de41796c6547,synozur.com,aiResearch,high,2026-05-05 21:59:48.726534,2026-05-05 21:59:48.726534,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
e76f6af5-31e6-4fa8-81c3-b7a196ddac48,synozur.com,manualCrawl,medium,2026-05-05 21:59:44.522574,2026-05-05 21:59:44.522574,t,,,,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd
1ad8b08e-22cc-4214-953b-9b3a6280cb65,synozur.com,manualBattlecardRegen,medium,2026-05-05 21:59:28.9321,2026-05-05 21:59:28.9321,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
f5f5be0f-044f-47e3-8e61-ed61f1950d05,synozur.com,manualBattlecardRegen,medium,2026-05-05 22:00:12.98488,2026-05-05 22:00:12.98488,t,,,,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd
e4a9719d-1706-4e9e-9cf4-ddc41f340550,synozur.com,manualCrawl,medium,2026-05-05 22:01:00.928202,2026-05-05 22:01:00.928202,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
f378fba2-b544-4e57-967a-2a44d42a8d87,synozur.com,manualBattlecardRegen,medium,2026-05-05 22:01:01.244223,2026-05-05 22:01:01.244223,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
235c2f13-86ff-4a19-ba97-b553a6529daf,synozur.com,manualCrawl,medium,2026-05-05 22:02:20.523049,2026-05-05 22:02:20.523049,t,,,,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd
3b0e0996-0425-4f7f-923d-df7fc189a38b,synozur.com,manualBattlecardRegen,medium,2026-05-05 22:02:03.913815,2026-05-05 22:02:03.913815,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
abaa1905-0332-42ea-abac-9c4a50e3741f,synozur.com,manualBattlecardRegen,medium,2026-05-05 22:03:48.614759,2026-05-05 22:03:48.614759,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
fb4840f4-9b47-4160-bfa2-bc95c2d40ea4,synozur.com,aiResearch,high,2026-05-05 22:05:27.977467,2026-05-05 22:05:27.977467,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
d9f09761-b109-45d2-9d07-c0d6bc1e0d92,synozur.com,manualBattlecardRegen,medium,2026-05-05 22:05:04.333313,2026-05-05 22:05:04.333313,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
e4fa0bc4-72ed-45ce-a03c-29b9ed91dfc8,synozur.com,manualBattlecardRegen,medium,2026-05-05 22:07:05.750495,2026-05-05 22:07:05.750495,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
f6f33273-78dd-48b8-af06-b4685df54395,synozur.com,aiPersonaGen,medium,2026-05-05 22:11:33.129677,2026-05-05 22:11:33.129677,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
672c03cf-9707-43eb-b25c-3ad832cda806,synozur.com,aiPersonaGen,medium,2026-05-05 22:12:21.230696,2026-05-05 22:12:21.230696,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
adf770a2-399f-4cf2-80e4-5589e78432b5,synozur.com,aiResearch,high,2026-05-05 22:12:12.961077,2026-05-05 22:12:12.961077,t,,,,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd
0342b6fc-00d8-4a45-b69a-5b9e56fe1280,synozur.com,manualCrawl,medium,2026-05-05 22:18:45.46696,2026-05-05 22:18:45.46696,f,,,,116500d0-357e-4ace-a7af-7264ed58e22a
6fe23503-6eed-4794-87c0-09668339f4f6,synozur.com,aiResearch,high,2026-05-05 22:24:02.313362,2026-05-05 22:24:02.313362,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
61ff4727-2535-4c88-a0f8-34ef92b1e79f,synozur.com,manualCrawl,medium,2026-05-05 22:28:01.972904,2026-05-05 22:28:01.972904,t,,,,900566a4-436d-4c5d-b9ef-3c15df72a303
ef3e665e-82d5-495a-b3c6-4d86c0784dc5,synozur.com,manualCrawl,medium,2026-05-05 22:30:36.240015,2026-05-05 22:30:36.240015,,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
16868112-4080-4804-8f29-c470f6fb39c1,synozur.com,manualCrawl,medium,2026-05-05 22:30:34.168373,2026-05-05 22:30:34.168373,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
65fb083e-c08b-4db7-852a-9f5fe18e4da6,synozur.com,manualCrawl,medium,2026-05-05 22:30:33.004831,2026-05-05 22:30:33.004831,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
257e290c-ee1e-4f39-ad8a-fa2503354815,synozur.com,manualCrawl,medium,2026-05-05 22:30:35.773658,2026-05-05 22:30:35.773658,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
7cc6b927-c3fc-4b7d-81cd-07d291284d10,synozur.com,manualCrawl,medium,2026-05-05 22:30:57.057764,2026-05-05 22:30:57.057764,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
9d1f3690-ca5f-465f-a7e5-56034e6b4655,synozur.com,manualBriefingRebuild,high,2026-05-05 22:36:38.867207,2026-05-05 22:36:38.867207,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
4d45852f-ac96-47cd-9d64-8f8334b9ed49,synozur.com,manualBriefingRebuild,high,2026-05-05 22:37:32.105896,2026-05-05 22:37:32.105896,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
62d18a31-7264-4abc-8947-48d175db7d42,synozur.com,manualBriefingRebuild,high,2026-05-05 22:40:41.637617,2026-05-05 22:40:41.637617,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
6eae0a0b-e3c5-49a9-bf80-83315239d5e5,synozur.com,manualCrawl,medium,2026-05-05 22:47:09.171925,2026-05-05 22:47:09.171925,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
5ce548cf-dd43-42a8-90b4-4064805812c8,synozur.com,manualCrawl,medium,2026-05-05 22:47:22.342453,2026-05-05 22:47:22.342453,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
e2e654cf-8f1e-4364-b8b0-b386938d52d8,synozur.com,manualCrawl,medium,2026-05-05 22:47:31.090097,2026-05-05 22:47:31.090097,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
1e8bfa87-bd86-4eef-b629-b7188f2fad9a,synozur.com,manualCrawl,medium,2026-05-05 22:47:35.782841,2026-05-05 22:47:35.782841,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
312a9685-7cc1-4b12-9bd7-53b7d6fccceb,synozur.com,manualCrawl,medium,2026-05-05 22:47:52.583065,2026-05-05 22:47:52.583065,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
2c89f84a-48d1-4e66-88bf-13e34b9dba16,synozur.com,manualBattlecardRegen,medium,2026-05-05 22:47:51.924091,2026-05-05 22:47:51.924091,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
bb58bebe-9b7f-4ba3-b985-caf09a548e6d,synozur.com,manualBattlecardRegen,medium,2026-05-05 22:48:07.992025,2026-05-05 22:48:07.992025,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
a27f49da-aa47-41f1-b541-31e23fe4bebb,synozur.com,manualCrawl,medium,2026-05-05 22:48:08.177989,2026-05-05 22:48:08.177989,f,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
33e731fa-ba7b-4d30-a02e-dcf81970dff7,synozur.com,manualBriefingRebuild,high,2026-05-05 23:05:35.443748,2026-05-05 23:05:35.443748,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
c467e0bc-3460-482e-a383-114ddfeff2fa,synozur.com,manualBattlecardRegen,medium,2026-05-05 23:13:42.24343,2026-05-05 23:13:42.24343,t,,,,6a963bc8-8605-4bdb-ae33-32efe0d5e27d
2c08ee9e-f82a-4857-9a1a-c19a43088e43,synozur.com,manualBattlecardRegen,medium,2026-05-05 23:14:39.507968,2026-05-05 23:14:39.507968,t,,,,6a963bc8-8605-4bdb-ae33-32efe0d5e27d
ece3228d-bb1c-479c-8043-93a41d3fc4fe,synozur.com,manualBattlecardRegen,medium,2026-05-05 23:15:53.73267,2026-05-05 23:15:53.73267,t,,,,6a963bc8-8605-4bdb-ae33-32efe0d5e27d
cce61e9e-49ff-41d9-9f12-a067280987c5,synozur.com,manualBriefingRebuild,high,2026-05-06 00:07:12.721092,2026-05-06 00:07:12.721092,t,,,,6a963bc8-8605-4bdb-ae33-32efe0d5e27d
0811fe6f-10a4-417c-97cd-b1f14e39df53,synozur.com,manualBriefingRebuild,high,2026-05-06 00:07:51.389819,2026-05-06 00:07:51.389819,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
7f5b5283-b46c-4758-80b5-3403467149b7,synozur.com,manualBriefingRebuild,high,2026-05-06 00:08:06.147851,2026-05-06 00:08:06.147851,t,,,,d9f6861d-f090-4103-8bb2-a5c8489552b5
4dc6c8bd-9a6d-46e7-b163-d52f50cc63f4,synozur.com,manualBattlecardRegen,medium,2026-05-06 00:11:55.188821,2026-05-06 00:11:55.188821,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
cc0812e2-d0e3-436e-b113-38bec7c9505a,synozur.com,aiResearch,high,2026-05-06 15:10:28.51719,2026-05-06 15:10:28.51719,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
ae3366fb-23da-46a7-b0cc-81e3dda893fb,synozur.com,aiResearch,high,2026-05-06 15:35:26.834262,2026-05-06 15:35:26.834262,t,,,,609baf10-d7b7-4ad2-850c-bdb4a791eefd
525344c3-859c-42b6-874c-340305e5bc9b,synozur.com,aiResearch,high,2026-05-06 15:39:53.676777,2026-05-06 15:39:53.676777,,,,,609baf10-d7b7-4ad2-850c-bdb4a791eefd
78a36583-3e93-4fec-981c-e689e4338006,synozur.com,aiResearch,high,2026-05-06 15:45:53.63019,2026-05-06 15:45:53.63019,t,,,,6a963bc8-8605-4bdb-ae33-32efe0d5e27d
502c14bc-ef57-411b-a1cb-7943e5174f0d,synozur.com,aiResearch,high,2026-05-06 15:46:47.572466,2026-05-06 15:46:47.572466,t,,,,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd
b1ee4242-cf33-47ed-80b8-ad5d699c4eaa,synozur.com,aiResearch,high,2026-05-06 15:47:36.573206,2026-05-06 15:47:36.573206,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
0710178d-a0ea-494d-8fed-a398bc18227b,synozur.com,aiResearch,high,2026-05-06 15:55:44.378143,2026-05-06 15:55:44.378143,t,,,,900566a4-436d-4c5d-b9ef-3c15df72a303
cefabdfd-a882-4b61-8cd4-6dcc5fd90184,synozur.com,aiResearch,high,2026-05-06 15:57:09.479492,2026-05-06 15:57:09.479492,t,,,,c6dfbcda-8020-46c6-a5e8-d13f4238fa37
a5e9c3ff-705c-46ca-8fde-c8940c157b75,synozur.com,aiResearch,high,2026-05-06 16:27:45.948654,2026-05-06 16:27:45.948654,t,,,,d9f6861d-f090-4103-8bb2-a5c8489552b5
9bbc080d-5b5d-4545-bb24-90801dc2103d,synozur.com,aiResearch,high,2026-05-06 17:28:25.30228,2026-05-06 17:28:25.30228,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
3b50cd0d-8037-40cb-a3b0-10c4a3f0a008,synozur.com,manualCrawl,medium,2026-05-06 17:40:24.131631,2026-05-06 17:40:24.131631,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
a4b1f3ef-98ae-4292-890c-bbd321e560f4,synozur.com,manualCrawl,medium,2026-05-06 17:40:37.053043,2026-05-06 17:40:37.053043,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
f65e7b5c-d468-4f25-91e7-e1df0bab89d0,synozur.com,manualCrawl,medium,2026-05-06 17:40:49.295765,2026-05-06 17:40:49.295765,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
8082107f-6264-43e6-bbab-4de7d1c7d5a8,synozur.com,manualCrawl,medium,2026-05-06 17:40:59.842632,2026-05-06 17:40:59.842632,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
ddd66a9a-47de-4d3e-b8b5-e675ef362525,synozur.com,manualCrawl,medium,2026-05-06 17:41:14.715517,2026-05-06 17:41:14.715517,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
130237aa-6e68-492b-8a2c-79a838aaf5a9,synozur.com,manualCrawl,medium,2026-05-06 17:41:21.701699,2026-05-06 17:41:21.701699,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
f982c6d9-d415-47e1-9785-13b6432cd15e,synozur.com,aiResearch,high,2026-05-06 17:57:15.422063,2026-05-06 17:57:15.422063,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
566bd803-b433-4aa8-9aab-8da41c93427a,synozur.com,manualBriefingRebuild,high,2026-05-06 18:05:32.355153,2026-05-06 18:05:32.355153,t,,,,d5b93415-3a37-4128-bc4b-40e2a29197a8
b614b75a-3f4d-4b17-a394-b029b2635e89,synozur.com,linkedinRefresh,low,2026-05-07 21:23:43.970314,2026-05-07 21:23:43.970314,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
3a1fc710-6b5d-4058-9bab-1273bc64a85e,synozur.com,manualCrawl,medium,2026-05-07 21:23:51.000606,2026-05-07 21:23:51.000606,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
69f13275-56f1-4b91-8fcd-b968a43250ff,synozur.com,manualCrawl,medium,2026-05-07 21:23:51.829968,2026-05-07 21:23:51.829968,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
b69bfbec-0bea-4d33-b700-16f74af5108c,synozur.com,manualCrawl,medium,2026-05-07 21:24:02.337727,2026-05-07 21:24:02.337727,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
1a9d7457-682a-4f29-85ab-7d49b8eb34ce,synozur.com,manualCrawl,medium,2026-05-07 21:24:06.67535,2026-05-07 21:24:06.67535,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
1cf8c46b-4a7e-4280-a7b8-e88282ad403b,synozur.com,manualCrawl,medium,2026-05-07 21:24:18.359428,2026-05-07 21:24:18.359428,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
0e57c545-f712-41b9-a4fd-ce997030c0cb,synozur.com,manualCrawl,medium,2026-05-07 21:24:29.27061,2026-05-07 21:24:29.27061,t,,,,41b7378d-31af-402a-b50d-4d8e204bbd7d
2f45412f-1f45-4c89-999e-1377fd63b188,reveillesoftware.com,manualBriefingRebuild,high,2026-05-08 18:32:11.70869,2026-05-08 18:32:11.70869,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
4b7249e0-1372-4c2b-8b49-d429ec389f2f,reveillesoftware.com,manualBriefingRebuild,high,2026-05-08 21:59:12.58274,2026-05-08 21:59:12.58274,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
c72d2a13-9774-4b76-9bfa-25755cb905e2,reveillesoftware.com,aiPersonaGen,medium,2026-05-08 22:01:58.28356,2026-05-08 22:01:58.28356,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
20a6243e-3d50-4f37-9a12-5003dd6830e9,reveillesoftware.com,aiResearch,high,2026-05-08 22:04:05.546214,2026-05-08 22:04:05.546214,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
14958b8c-e698-4551-b573-535fdd6ae1ed,reveillesoftware.com,manualCrawl,medium,2026-05-08 22:15:11.759839,2026-05-08 22:15:11.759839,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
4b55c138-2684-4407-8c32-0a7df18a1eba,reveillesoftware.com,aiResearch,high,2026-05-08 22:15:57.884398,2026-05-08 22:15:57.884398,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
5c3cc107-559f-4003-a0c6-947741a906dd,reveillesoftware.com,manualBattlecardRegen,medium,2026-05-08 22:16:48.747,2026-05-08 22:16:48.747,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
55fdfd0e-acb1-4280-b301-0d9ffbdd5dfc,reveillesoftware.com,manualBattlecardRegen,medium,2026-05-08 22:17:55.150843,2026-05-08 22:17:55.150843,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
f405ebca-4683-4843-8d15-5423d8efaee2,reveillesoftware.com,aiResearch,high,2026-05-08 22:16:11.404618,2026-05-08 22:16:11.404618,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
f59c8113-6229-456f-bb5f-c8e0fcce1095,synozur.com,manualCrawl,medium,2026-05-09 00:00:19.387748,2026-05-09 00:00:19.387748,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
0c39335f-def3-4137-9f7d-1cfac0e30a94,synozur.com,aiPostGen,medium,2026-05-09 00:02:54.383236,2026-05-09 00:02:54.383236,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
c12a581d-ca63-4037-9832-17ec1c540e95,synozur.com,manualCrawl,medium,2026-05-09 00:18:51.25757,2026-05-09 00:18:51.25757,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
f42c9b4d-4294-492e-8aac-2dd820ee3224,synozur.com,aiResearch,high,2026-05-09 00:18:22.986784,2026-05-09 00:18:22.986784,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
1c711eab-e541-4726-94a9-749d4958b001,synozur.com,manualCrawl,medium,2026-05-09 00:18:56.733704,2026-05-09 00:18:56.733704,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
a5a67ecf-e2ab-4f66-baa9-8a930510d759,synozur.com,manualCrawl,medium,2026-05-09 00:19:10.843746,2026-05-09 00:19:10.843746,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
3e274e2f-af8f-4a69-9639-45b2cd51da8f,synozur.com,aiResearch,high,2026-05-09 00:19:01.577295,2026-05-09 00:19:01.577295,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
13396bee-1378-44d3-a971-9f31d62f6be0,synozur.com,aiResearch,high,2026-05-09 00:19:09.920834,2026-05-09 00:19:09.920834,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
1b50c0c4-7d32-4220-835f-c6cbd1d9bf9f,synozur.com,aiResearch,high,2026-05-11 04:17:50.97117,2026-05-11 04:17:50.97117,t,,,,116500d0-357e-4ace-a7af-7264ed58e22a
