id,competitor_id,tenant_domain,platform,period,followers,followers_delta,posts,posts_delta,engagement,engagement_delta,mentions,mentions_delta,raw_data,captured_at,created_at,market_id
7391d505-e7ff-4b70-9c8e-33a70382f133,7bb038a9-f9b1-46fb-b8b5-6d509c219457,synozur.com,linkedin,2026-01-30,13478,0,5,0,79,0,0,0,,2026-01-30 20:52:16.772753,2026-01-30 20:52:16.772753,0ac8db60-16c4-4665-a8f3-e4655a5a29b5
aa2a4bb6-e55d-44e7-97fd-eae1735ea452,25d12394-a2e1-414c-a149-65c7e8498d71,synozur.com,linkedin,2026-01-31,71486,0,5,0,86,0,0,0,,2026-01-31 20:58:25.039758,2026-01-31 20:58:25.039758,f78f8c44-7b05-43c5-9add-a08bf46af886
af2d1a93-6d82-4272-8e90-7279250a3162,528fdbd1-f178-4d62-bfe4-c88d6d2ce895,synozur.com,linkedin,2026-01-31,21362,0,5,0,69,0,0,0,,2026-01-31 20:58:34.926107,2026-01-31 20:58:34.926107,f78f8c44-7b05-43c5-9add-a08bf46af886
5a6d0e0f-c0f0-4aa1-a8f7-f6cc6c92b36d,43e55426-39b1-4203-9394-fa02a08d21a9,synozur.com,linkedin,2026-02-01,16569,0,5,0,41,0,0,0,,2026-02-01 12:51:07.930571,2026-02-01 12:51:07.930571,137db123-4906-4e61-af99-f0d23d86a622
2600d492-47b4-41f0-96f9-e59e67dceb1c,b78cc944-49b8-4da8-8ad4-8c456fc9376e,synozur.com,linkedin,2026-02-01,1619051,0,5,0,1672,0,0,0,,2026-02-01 23:56:13.527619,2026-02-01 23:56:13.527619,5d149a37-4d48-4ada-994a-eff6cc41c995
c59a56ef-f88c-4638-a8c6-cd10fb047533,ce2dbe38-a357-476f-a3ed-b59c4a3a88c3,synozur.com,linkedin,2026-02-01,9890898,0,5,0,5066,0,0,0,,2026-02-01 23:56:27.116079,2026-02-01 23:56:27.116079,5d149a37-4d48-4ada-994a-eff6cc41c995
36808254-988b-494f-9118-2fdf9fae48f8,77dacf19-2b7f-4c52-9005-ad03b0703f19,synozur.com,linkedin,2026-02-01,644859,0,5,0,477,0,0,0,,2026-02-01 23:56:39.105022,2026-02-01 23:56:39.105022,5d149a37-4d48-4ada-994a-eff6cc41c995
a416b066-6312-4882-b375-290471dd07fb,ace01f20-608a-400b-9636-f42b6ab003da,synozur.com,linkedin,2026-02-01,10642646,0,5,0,4002,0,0,0,,2026-02-01 23:57:03.908034,2026-02-01 23:57:03.908034,5d149a37-4d48-4ada-994a-eff6cc41c995
7879c41b-f82e-42b5-8990-f6c0ce63045c,b09f3c99-c4dc-4bfb-aedf-fa79f747b3ee,synozur.com,linkedin,2026-02-02,38536,0,,0,,0,0,0,,2026-02-02 19:18:06.305064,2026-02-02 19:18:06.305064,e36f9f62-612b-40dd-b2af-39a6cab20c7a
605d8a93-bc0a-42dd-8165-a7a6126a402f,c37c4fd7-fa11-4147-95b6-2e401489de19,synozur.com,linkedin,2026-02-03,317592,0,5,0,192,0,0,0,,2026-02-03 03:48:54.557367,2026-02-03 03:48:54.557367,137db123-4906-4e61-af99-f0d23d86a622
fd780db2-e529-484f-9522-3eb615ad4750,f0b3ce95-2556-45b3-8be7-a93ddda37531,synozur.com,linkedin,2026-02-13,374046,0,5,0,214,0,0,0,,2026-02-13 03:15:22.149541,2026-02-13 03:15:22.149541,a8e7cd06-ed45-41ec-b4a1-1c8a55a17a97
9c95d78f-dae3-4c73-9523-118e4e011559,3bb9e742-8d5e-4420-8ba9-9f3aa358f59a,synozur.com,linkedin,2026-03-06,8816300,0,5,0,476,0,0,0,,2026-03-06 18:48:17.640559,2026-03-06 18:48:17.640559,a8e7cd06-ed45-41ec-b4a1-1c8a55a17a97
2a4a6123-a136-4375-b1d1-565b501149ca,f5e08281-7baf-48f0-b8ac-396500ac5ffa,synozur.com,linkedin,2026-03-06,598,0,5,0,5,0,0,0,,2026-03-06 22:23:21.046733,2026-03-06 22:23:21.046733,9f8f5946-4dd7-418b-b200-ff258a569bf2
b6194e83-a324-4131-83af-99620da7f81c,98ef7a34-26dc-41b0-8505-f940db4d2b3b,protiviti.com,linkedin,2026-03-07,322347,0,5,0,219,0,0,0,,2026-03-07 21:12:42.012966,2026-03-07 21:12:42.012966,df5aac98-bc6d-41ae-a00b-a61d3e1505a9
3d9abdfc-1745-444d-9782-adf9d0babb33,1207e007-52fe-40ba-81cc-89ac1166a6ef,protiviti.com,linkedin,2026-03-07,21383,0,5,0,18,0,0,0,,2026-03-07 21:13:00.306436,2026-03-07 21:13:00.306436,df5aac98-bc6d-41ae-a00b-a61d3e1505a9
41306612-809c-4918-bd91-50bd0f1f73c7,43e55426-39b1-4203-9394-fa02a08d21a9,synozur.com,linkedin,2026-03-07,16817,0,5,0,101,0,0,0,,2026-03-07 21:31:01.322963,2026-03-07 21:31:01.322963,137db123-4906-4e61-af99-f0d23d86a622
ac51da26-b84a-4c1b-acf8-ac5d69b88141,083e0f08-61d1-415a-a97e-839f30139987,synozur.com,linkedin,2026-03-07,40596,0,5,0,49,0,0,0,,2026-03-07 21:31:55.338215,2026-03-07 21:31:55.338215,137db123-4906-4e61-af99-f0d23d86a622
456b472b-feb5-45fe-a30a-22d55b3a48a5,53982d30-0759-4bdb-b737-1558e0e1ef2c,synozur.com,linkedin,2026-03-07,27728188,0,,0,,0,0,0,,2026-03-07 22:35:15.340739,2026-03-07 22:35:15.340739,e36f9f62-612b-40dd-b2af-39a6cab20c7a
1b797b35-f430-450a-b507-b9fbe6d0e5f9,952483ff-29e6-40d5-8be5-c84e5dbefb0b,synozur.com,linkedin,2026-03-07,36490,0,5,0,31,0,0,0,,2026-03-07 22:35:21.433666,2026-03-07 22:35:21.433666,e36f9f62-612b-40dd-b2af-39a6cab20c7a
035adc23-4b40-476b-a506-6e702fde8ec3,0217d71b-ed30-4a62-b6f8-b943654c84cd,synozur.com,linkedin,2026-03-07,34058,0,5,0,136,0,0,0,,2026-03-07 22:35:21.931357,2026-03-07 22:35:21.931357,e36f9f62-612b-40dd-b2af-39a6cab20c7a
f51add1a-ec95-4e9b-ba58-2f6be97b5879,04e5880c-d39d-4642-87eb-ccd50f9e2607,synozur.com,linkedin,2026-03-07,10941,0,5,0,55,0,0,0,,2026-03-07 22:35:22.29032,2026-03-07 22:35:22.29032,e36f9f62-612b-40dd-b2af-39a6cab20c7a
66c9c31b-502c-4e9c-8907-cd76e85716fb,d839de5b-0b3f-4e3d-b620-03d5f2ab2381,synozur.com,linkedin,2026-03-07,24137,0,,0,,0,0,0,,2026-03-07 22:35:27.674356,2026-03-07 22:35:27.674356,e36f9f62-612b-40dd-b2af-39a6cab20c7a
dfc3fac9-3391-4f84-a83d-b3f8ed6d3b3d,15260f97-ef1f-4eee-9033-012b086c1071,synozur.com,linkedin,2026-03-07,21013,0,5,0,92,0,0,0,,2026-03-07 22:35:25.761717,2026-03-07 22:35:25.761717,e36f9f62-612b-40dd-b2af-39a6cab20c7a
b56276d5-05f9-4908-abae-addedd16a702,e0423f58-ae60-4ed5-8f8b-3f9c8e13585a,synozur.com,linkedin,2026-03-07,28610,0,5,0,81,0,0,0,,2026-03-07 22:35:34.595575,2026-03-07 22:35:34.595575,e36f9f62-612b-40dd-b2af-39a6cab20c7a
49e15bcc-fba1-40cc-b5e3-9d00af0640e3,b09f3c99-c4dc-4bfb-aedf-fa79f747b3ee,synozur.com,linkedin,2026-03-07,39359,0,,0,,0,0,0,,2026-03-07 22:35:51.444601,2026-03-07 22:35:51.444601,e36f9f62-612b-40dd-b2af-39a6cab20c7a
0dee29aa-79a8-472e-81aa-cd7d5fe17d0d,d19ae81e-df49-4801-9408-9e4b25f9877c,synozur.com,linkedin,2026-03-07,6225,0,5,0,79,0,0,0,,2026-03-07 22:38:52.045936,2026-03-07 22:38:52.045936,e36f9f62-612b-40dd-b2af-39a6cab20c7a
090ff790-6f31-4f47-be06-31b85d049741,d19ae81e-df49-4801-9408-9e4b25f9877c,synozur.com,linkedin,2026-03-07,6225,0,5,0,79,0,0,0,,2026-03-07 22:46:11.616475,2026-03-07 22:46:11.616475,e36f9f62-612b-40dd-b2af-39a6cab20c7a
68bd2f28-914f-4db7-b92d-17660a39819f,b09f3c99-c4dc-4bfb-aedf-fa79f747b3ee,synozur.com,linkedin,2026-03-07,39360,0,5,0,211,0,0,0,,2026-03-07 22:46:13.944224,2026-03-07 22:46:13.944224,e36f9f62-612b-40dd-b2af-39a6cab20c7a
f101f590-b764-455d-85f8-5a1400cca434,7516b10b-3bf5-4de4-af1a-b6bc7d30eed5,synozur.com,linkedin,2026-03-07,3183,0,5,0,64,0,0,0,,2026-03-07 23:33:49.965456,2026-03-07 23:33:49.965456,b085c33e-6301-4882-a3fd-5010c4e45238
1686bd76-04c8-4f57-8421-475049ba2a08,49c49d6d-f2fa-4af9-bfd9-169fed3a53d9,synozur.com,linkedin,2026-03-07,1744,0,5,0,61,0,0,0,,2026-03-07 23:33:57.87421,2026-03-07 23:33:57.87421,b085c33e-6301-4882-a3fd-5010c4e45238
0100f213-c19f-4859-a608-f3babfc01b5d,02ec6d2d-335d-4e75-8145-966c3d8096ea,synozur.com,linkedin,2026-03-07,22999,0,5,0,119,0,0,0,,2026-03-07 23:34:03.608876,2026-03-07 23:34:03.608876,b085c33e-6301-4882-a3fd-5010c4e45238
6648075b-8d04-46ed-b5b7-88590b170014,a166f360-1a00-4645-a802-2fb6825452fa,synozur.com,linkedin,2026-03-07,16413,0,5,0,116,0,0,0,,2026-03-07 23:34:29.747411,2026-03-07 23:34:29.747411,b085c33e-6301-4882-a3fd-5010c4e45238
2547405f-2337-42f1-9c26-63a706f9e7dd,14f114a8-229e-43d2-8db2-3bf6be22ff7a,synozur.com,linkedin,2026-03-07,21743,0,5,0,390,0,0,0,,2026-03-07 23:34:34.458408,2026-03-07 23:34:34.458408,b085c33e-6301-4882-a3fd-5010c4e45238
ca39df10-48b7-4641-b0f5-51f02296eede,02ec6d2d-335d-4e75-8145-966c3d8096ea,synozur.com,linkedin,2026-03-07,22999,0,5,0,119,0,0,0,,2026-03-07 23:34:36.623464,2026-03-07 23:34:36.623464,b085c33e-6301-4882-a3fd-5010c4e45238
5bc708f2-785d-4e58-82bf-b76b6abee12c,49c49d6d-f2fa-4af9-bfd9-169fed3a53d9,synozur.com,linkedin,2026-03-07,1744,0,5,0,61,0,0,0,,2026-03-07 23:34:41.22474,2026-03-07 23:34:41.22474,b085c33e-6301-4882-a3fd-5010c4e45238
b0ab236b-142b-4363-b5f1-c5dfea5ba073,f4d327d6-053b-471f-a390-7e096761634e,synozur.com,linkedin,2026-03-07,19508,0,5,0,158,0,0,0,,2026-03-07 23:34:57.865965,2026-03-07 23:34:57.865965,b085c33e-6301-4882-a3fd-5010c4e45238
3e0288fb-ac86-4f5c-b23f-435b39436559,78f6a80e-d53c-415e-bc74-537e7a40d81d,synozur.com,linkedin,2026-03-16,7021,0,5,0,45,0,0,0,,2026-03-16 15:03:24.8229,2026-03-16 15:03:24.8229,e36f9f62-612b-40dd-b2af-39a6cab20c7a
b247f3c1-ad96-4964-b87f-83970f6595d6,f6baf855-3a89-42c5-963d-d7a8c8f7c118,synozur.com,linkedin,2026-03-16,1354949,0,5,0,734,0,0,0,,2026-03-16 15:03:40.504512,2026-03-16 15:03:40.504512,e36f9f62-612b-40dd-b2af-39a6cab20c7a
752b9cdf-7b31-45c0-90d5-31017318beb1,53881696-8d69-492a-8842-d8257c7b25cc,synozur.com,linkedin,2026-03-16,1473088,0,5,0,937,0,0,0,,2026-03-16 15:03:53.891262,2026-03-16 15:03:53.891262,e36f9f62-612b-40dd-b2af-39a6cab20c7a
40d0649f-d071-429e-9642-30d67cd72b84,53982d30-0759-4bdb-b737-1558e0e1ef2c,synozur.com,linkedin,2026-03-16,27764131,0,,0,,0,0,0,,2026-03-16 15:04:35.211148,2026-03-16 15:04:35.211148,e36f9f62-612b-40dd-b2af-39a6cab20c7a
dd3b74dc-49c7-4426-afd5-7872fb0cc0b3,952483ff-29e6-40d5-8be5-c84e5dbefb0b,synozur.com,linkedin,2026-03-16,36488,0,5,0,51,0,0,0,,2026-03-16 15:04:51.544544,2026-03-16 15:04:51.544544,e36f9f62-612b-40dd-b2af-39a6cab20c7a
0913b81c-412f-4a0f-84e4-4c8eb3c36dec,0217d71b-ed30-4a62-b6f8-b943654c84cd,synozur.com,linkedin,2026-03-16,34108,0,5,0,77,0,0,0,,2026-03-16 15:05:06.27498,2026-03-16 15:05:06.27498,e36f9f62-612b-40dd-b2af-39a6cab20c7a
12f896c2-9ebb-4a59-8e55-c20852976d79,04e5880c-d39d-4642-87eb-ccd50f9e2607,synozur.com,linkedin,2026-03-16,10941,0,5,0,54,0,0,0,,2026-03-16 15:05:15.56188,2026-03-16 15:05:15.56188,e36f9f62-612b-40dd-b2af-39a6cab20c7a
19ca1c71-803b-4f9d-9238-275ad0b27eaa,d839de5b-0b3f-4e3d-b620-03d5f2ab2381,synozur.com,linkedin,2026-03-16,24162,0,,0,,0,0,0,,2026-03-16 15:05:31.324566,2026-03-16 15:05:31.324566,e36f9f62-612b-40dd-b2af-39a6cab20c7a
be53e96d-6829-4d1d-954e-fba4e86c9dad,15260f97-ef1f-4eee-9033-012b086c1071,synozur.com,linkedin,2026-03-16,21086,0,5,0,62,0,0,0,,2026-03-16 15:05:44.68742,2026-03-16 15:05:44.68742,e36f9f62-612b-40dd-b2af-39a6cab20c7a
a70d4333-af14-45ee-bb3b-b6e3503d917e,e0423f58-ae60-4ed5-8f8b-3f9c8e13585a,synozur.com,linkedin,2026-03-16,28636,0,5,0,81,0,0,0,,2026-03-16 15:05:59.001798,2026-03-16 15:05:59.001798,e36f9f62-612b-40dd-b2af-39a6cab20c7a
f9f6c654-313f-4ea8-8488-ee205e2e5535,d19ae81e-df49-4801-9408-9e4b25f9877c,synozur.com,linkedin,2026-03-16,6232,0,5,0,40,0,0,0,,2026-03-16 15:06:08.726467,2026-03-16 15:06:08.726467,e36f9f62-612b-40dd-b2af-39a6cab20c7a
7a24d4f1-2f15-4639-a0e8-b024d01d8dc9,b09f3c99-c4dc-4bfb-aedf-fa79f747b3ee,synozur.com,linkedin,2026-03-16,39536,0,5,0,211,0,0,0,,2026-03-16 15:06:18.429784,2026-03-16 15:06:18.429784,e36f9f62-612b-40dd-b2af-39a6cab20c7a
10527c3e-0b6d-4307-9c47-81ea43b18248,5a0b59fa-6ab6-42db-a935-350a4ca2a9c6,synozur.com,linkedin,2026-03-21,20010,0,5,0,48,0,0,0,,2026-03-21 01:02:52.671562,2026-03-21 01:02:52.671562,f78f8c44-7b05-43c5-9add-a08bf46af886
f658fcea-eb7b-4f0e-8a95-3fb32d4f2915,25d12394-a2e1-414c-a149-65c7e8498d71,synozur.com,linkedin,2026-03-21,71368,0,5,0,88,0,0,0,,2026-03-21 01:03:02.76394,2026-03-21 01:03:02.76394,f78f8c44-7b05-43c5-9add-a08bf46af886
e4ea6474-2aba-470f-be4a-7eb52594402a,528fdbd1-f178-4d62-bfe4-c88d6d2ce895,synozur.com,linkedin,2026-03-21,21494,0,5,0,118,0,0,0,,2026-03-21 01:03:15.631732,2026-03-21 01:03:15.631732,f78f8c44-7b05-43c5-9add-a08bf46af886
b71bfe6d-996a-45c6-b412-de8adf94676c,c37c4fd7-fa11-4147-95b6-2e401489de19,synozur.com,linkedin,2026-03-25,324652,0,5,0,290,0,0,0,,2026-03-25 15:34:01.64694,2026-03-25 15:34:01.64694,137db123-4906-4e61-af99-f0d23d86a622
f06acf02-aaf3-4ac6-bf2a-009c04e0e072,43e55426-39b1-4203-9394-fa02a08d21a9,synozur.com,linkedin,2026-03-25,16917,0,5,0,42,0,0,0,,2026-03-25 15:34:11.194655,2026-03-25 15:34:11.194655,137db123-4906-4e61-af99-f0d23d86a622
7fb0098c-e974-4f67-af01-ad6e5bb44018,083e0f08-61d1-415a-a97e-839f30139987,synozur.com,linkedin,2026-03-25,40679,0,5,0,46,0,0,0,,2026-03-25 15:34:33.917999,2026-03-25 15:34:33.917999,137db123-4906-4e61-af99-f0d23d86a622
c3a7d81c-a6aa-481d-a518-01747da297cc,4a7d1f2b-28a6-4196-b23f-0b6d273d1507,synozur.com,linkedin,2026-03-25,84017,0,5,0,361,0,0,0,,2026-03-25 15:34:45.042331,2026-03-25 15:34:45.042331,137db123-4906-4e61-af99-f0d23d86a622
8cafb6ae-a941-4e3e-a2a4-c3552da03e12,1dff90fa-d938-48b9-ac07-5d059fa04832,synozur.com,linkedin,2026-03-25,43376,0,5,0,269,0,0,0,,2026-03-25 15:35:03.516298,2026-03-25 15:35:03.516298,137db123-4906-4e61-af99-f0d23d86a622
c09a7dc9-c86e-495c-9957-7073ba44b61f,43e55426-39b1-4203-9394-fa02a08d21a9,synozur.com,linkedin,2026-03-25,16917,0,5,0,42,0,0,0,,2026-03-25 15:35:50.424402,2026-03-25 15:35:50.424402,137db123-4906-4e61-af99-f0d23d86a622
b1e7b71f-3c65-42b2-ab0e-c86948f73422,c37c4fd7-fa11-4147-95b6-2e401489de19,synozur.com,linkedin,2026-03-25,324652,0,5,0,290,0,0,0,,2026-03-25 15:35:51.166965,2026-03-25 15:35:51.166965,137db123-4906-4e61-af99-f0d23d86a622
8127a6a1-6117-4d86-8f9a-9f9b239f9434,4a7d1f2b-28a6-4196-b23f-0b6d273d1507,synozur.com,linkedin,2026-03-25,84017,0,5,0,361,0,0,0,,2026-03-25 15:35:58.983269,2026-03-25 15:35:58.983269,137db123-4906-4e61-af99-f0d23d86a622
7822ffaa-3cf2-4d23-8bbd-1414b4d83308,083e0f08-61d1-415a-a97e-839f30139987,synozur.com,linkedin,2026-03-25,40679,0,5,0,46,0,0,0,,2026-03-25 15:36:05.176128,2026-03-25 15:36:05.176128,137db123-4906-4e61-af99-f0d23d86a622
d4032f04-dae6-49ec-98b7-a2a03b63090e,70119ffb-1157-4dba-b98b-ad7a3c78d74b,synozur.com,linkedin,2026-03-25,19139,0,5,0,64,0,0,0,,2026-03-25 15:36:08.621268,2026-03-25 15:36:08.621268,137db123-4906-4e61-af99-f0d23d86a622
2ab55ef0-ea76-4ab3-85b5-d3d179158b18,1dff90fa-d938-48b9-ac07-5d059fa04832,synozur.com,linkedin,2026-03-25,43376,0,5,0,269,0,0,0,,2026-03-25 15:36:09.05107,2026-03-25 15:36:09.05107,137db123-4906-4e61-af99-f0d23d86a622
d7b78c88-1fb7-4aeb-aeb9-36f5fe15525a,115d22b8-c03c-4c3e-8093-e53399240505,synozur.com,linkedin,2026-03-25,11853,0,5,0,46,0,0,0,,2026-03-25 15:36:09.717798,2026-03-25 15:36:09.717798,137db123-4906-4e61-af99-f0d23d86a622
be77f9bd-038d-4a3d-85da-f13685d36319,f6c55d87-9047-49ba-b332-7fe2c727c47d,synozur.com,linkedin,2026-03-25,23094,0,5,0,17,0,0,0,,2026-03-25 15:36:10.016461,2026-03-25 15:36:10.016461,137db123-4906-4e61-af99-f0d23d86a622
2f390269-b4df-40b1-a3b9-ef189c674f02,c8daa9f8-7eb3-45ae-9fa8-2ac0e5773f50,reveillesoftware.com,linkedin,2026-03-26,179932,0,5,0,237,0,0,0,,2026-03-26 13:25:28.334579,2026-03-26 13:25:28.334579,5232feeb-8671-489f-ab07-e9d7310f0a3f
7b541a3a-fbee-49cc-bf15-0f18802c47ae,b8f6cf4c-a5da-4027-975e-00c8966ee87d,reveillesoftware.com,linkedin,2026-03-26,783633,0,5,0,71,0,0,0,,2026-03-26 13:25:37.38958,2026-03-26 13:25:37.38958,5232feeb-8671-489f-ab07-e9d7310f0a3f
06641862-296b-426c-b212-17a67d663dd7,080b5d8a-1101-4b6d-920c-66f2b90fc480,reveillesoftware.com,linkedin,2026-03-26,131442,0,5,0,243,0,0,0,,2026-03-26 13:25:42.170747,2026-03-26 13:25:42.170747,5232feeb-8671-489f-ab07-e9d7310f0a3f
e00cb24e-cd83-4bb2-ae73-2ebd0fdc2f41,0e207e47-cd22-4a78-b3ea-6b233f5f2643,reveillesoftware.com,linkedin,2026-03-26,512347,0,5,0,585,0,0,0,,2026-03-26 13:31:35.413182,2026-03-26 13:31:35.413182,5232feeb-8671-489f-ab07-e9d7310f0a3f
75198c20-d310-4f98-a66b-3852d69c6f04,10d078c9-7fb6-4cd3-9065-8231efbcfe5b,synozur.com,linkedin,2026-03-26,464998,0,5,0,1238,0,0,0,,2026-03-26 22:20:01.597278,2026-03-26 22:20:01.597278,188acbd9-121b-4b3f-b21b-37b4e46638e0
7d182294-0961-41c6-810f-4a66e83d2d45,a431ce1f-becc-4c18-85e3-23320bc1bfc6,synozur.com,linkedin,2026-03-26,70242,0,5,0,32,0,0,0,,2026-03-26 22:20:14.984382,2026-03-26 22:20:14.984382,188acbd9-121b-4b3f-b21b-37b4e46638e0
33a2e327-8b53-4a8e-80e0-04b5de84d76d,ad1f2327-7329-466c-9370-e88092ade488,synozur.com,linkedin,2026-03-26,464998,0,5,0,1238,0,0,0,,2026-03-26 22:20:26.218943,2026-03-26 22:20:26.218943,188acbd9-121b-4b3f-b21b-37b4e46638e0
4d38d937-82f0-4469-ac1a-d71afc0992a4,461d9fa1-3ea8-4d46-b0ea-88be2d20c112,synozur.com,linkedin,2026-03-26,375442,0,5,0,567,0,0,0,,2026-03-26 22:20:46.375143,2026-03-26 22:20:46.375143,188acbd9-121b-4b3f-b21b-37b4e46638e0
13da8f2e-91c2-40ef-8c9b-ca3a7f4de2c5,69a49fd8-6769-44aa-b1e3-eedb0cf108d6,synozur.com,linkedin,2026-03-26,46393,0,5,0,25,0,0,0,,2026-03-26 22:21:06.322649,2026-03-26 22:21:06.322649,188acbd9-121b-4b3f-b21b-37b4e46638e0
602c465e-ed3c-47de-8f30-f7cd00ce2123,f5e08281-7baf-48f0-b8ac-396500ac5ffa,synozur.com,linkedin,2026-03-27,600,0,5,0,4,0,0,0,,2026-03-27 13:15:34.880739,2026-03-27 13:15:34.880739,9f8f5946-4dd7-418b-b200-ff258a569bf2
452818ed-9886-42da-9e0a-3db6b03c4c0d,812eeef9-d364-4897-97cc-e9562f81f4a3,synozur.com,linkedin,2026-03-27,11008,0,5,0,43,0,0,0,,2026-03-27 13:15:43.106779,2026-03-27 13:15:43.106779,9f8f5946-4dd7-418b-b200-ff258a569bf2
6141a6cd-c875-474a-b510-35f4e22ee937,2542fb15-a0fd-4a4b-9b3d-4ff469405f2a,synozur.com,linkedin,2026-03-27,17763,0,5,0,52,0,0,0,,2026-03-27 13:16:04.332684,2026-03-27 13:16:04.332684,9f8f5946-4dd7-418b-b200-ff258a569bf2
37bcd34a-22e4-4a74-bd25-dbfc5862b3c3,ae599c90-5d95-4266-8963-7f768744fd26,synozur.com,linkedin,2026-03-27,190608,0,5,0,50,0,0,0,,2026-03-27 13:16:12.479965,2026-03-27 13:16:12.479965,9f8f5946-4dd7-418b-b200-ff258a569bf2
0e68810c-e046-43c8-8a86-b56d5a975e85,1207e007-52fe-40ba-81cc-89ac1166a6ef,protiviti.com,linkedin,2026-03-27,21474,0,5,0,58,0,0,0,,2026-03-27 13:18:30.95525,2026-03-27 13:18:30.95525,df5aac98-bc6d-41ae-a00b-a61d3e1505a9
982ea969-0050-4816-901c-9e2b79a361ff,98ef7a34-26dc-41b0-8505-f940db4d2b3b,protiviti.com,linkedin,2026-03-27,324914,0,5,0,290,0,0,0,,2026-03-27 13:18:41.191484,2026-03-27 13:18:41.191484,df5aac98-bc6d-41ae-a00b-a61d3e1505a9
88f215b0-1357-4b0f-8375-04c36869f99e,1b0e56e9-a72c-4071-936b-d2ee2e5c4e28,protiviti.com,linkedin,2026-03-27,274218,0,5,0,70,0,0,0,,2026-03-27 13:19:15.816991,2026-03-27 13:19:15.816991,df5aac98-bc6d-41ae-a00b-a61d3e1505a9
e1fca9fe-a995-47ae-85d2-d82dcb7adfab,0a4e058a-6f20-4ee1-9446-6f6ad22f79f4,synozur.com,linkedin,2026-03-27,4797,0,5,0,31,0,0,0,,2026-03-27 22:29:20.031845,2026-03-27 22:29:20.031845,5428db01-79b3-4487-a2b2-0e63327f2510
61edaeb7-d448-4b50-9f01-20bcae4181c9,c51d0c96-92cd-4122-8f43-f87cff91b83e,synozur.com,linkedin,2026-03-27,8748,0,5,0,36,0,0,0,,2026-03-27 22:29:27.725248,2026-03-27 22:29:27.725248,5428db01-79b3-4487-a2b2-0e63327f2510
