id,tenant_domain,market_id,name,description,url,file_url,file_type,file_size,category_id,status,created_by,created_at,updated_at,product_ids,tags,source_content_asset_id,asset_type,logo_variant,font_family,font_weight,font_style,font_usage
8230893d-04bf-4bf3-be1b-fe4198ef4416,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,People Milky Way,,https://static.wixstatic.com/media/b805ce_1fe06a01a9474736b118c5ca3e9b0e3a~mv2.jpeg,,,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 15:58:59.051622,2026-03-24 15:58:59.051622,,,,other,,,,,
5da082da-65d4-445b-9611-f809cc201215,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Earth Sunrise,,https://static.wixstatic.com/media/b805ce_2957b1d112e54b2089c34cb7a2e93ed4~mv2.jpeg,,jpg,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 15:59:35.506014,2026-03-24 15:59:48.082,,,,other,,,,,
57f7a2a1-4915-44b7-b17d-2a53a6dfaea1,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Earth Blue Sunrise,,https://static.wixstatic.com/media/b805ce_e19e772e8dc145f7b0bc423f656bac51~mv2.jpeg,,,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 16:00:15.356669,2026-03-24 16:00:15.356669,,,,other,,,,,
7df6f136-4e11-4685-848a-7d6dc676d46e,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Saturn,,https://static.wixstatic.com/media/b805ce_ab3fafbe3ab440e7a9be66c63426bbf5~mv2.jpeg,,,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 16:00:48.868106,2026-03-24 16:00:48.868106,,,,other,,,,,
0a18f3a3-7250-4083-955b-1d74363fdb6f,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Lighthouse Star Trails,,https://static.wixstatic.com/media/b805ce_f13ce62d083e4111a33c355746cb292b~mv2.jpeg,,,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 16:01:33.275057,2026-03-24 16:01:33.275057,,,,other,,,,,
e3b55a03-ba54-4a9b-a382-0214942559bf,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Observatory Sunset,,https://static.wixstatic.com/media/b805ce_51eeb46cd67543c7a1502ab8efd51013~mv2.png,,,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 16:02:13.311627,2026-03-24 16:02:13.311627,,,,other,,,,,
e23c9267-858c-4b53-a9a7-85572281c9bd,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Observatory Star Trails,,https://static.wixstatic.com/media/b805ce_9a2084eef48c4f90ba8406b5c809eff7~mv2.jpeg,,,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 16:03:04.802192,2026-03-24 16:03:04.802192,,,,other,,,,,
041fd546-4f70-47a9-b1e7-daa2dbe204d1,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Image from Go-to-Market Transformation for a Microsoft-Aligned Software Company | The Synozur Alliance,Lead image extracted from https://www.synozur.com/case-studies/go%E2%80%91to%E2%80%91market-transformation-for-a-microsoft%E2%80%91aligned-software-company,"https://static.wixstatic.com/media/b805ce_03ce5f0a768b4717b69e003ba4760efa~mv2.jpeg/v1/fill/w_6240,h_4160,al_c,q_90/AdobeStock_249826261.jpeg",,image,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 00:06:46.993575,2026-03-25 22:14:46.008,,,244b661f-3410-4a3f-93d6-4cf1cf0354fd,other,,,,,
0cdfcb1d-0f45-4633-8960-166235f50d3d,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Aurora Classic,,https://static.wixstatic.com/media/b805ce_133c24ec225443219d11c198a6395d9d~mv2.jpeg,,,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 16:03:54.404621,2026-03-24 16:04:52.905,,,,other,,,,,
795d3f38-1073-4725-8e72-554d4cb8510c,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Starblazer,,https://static.wixstatic.com/media/b805ce_1b06e4de9bb94791946f9bda2c942a86~mv2.jpeg,,,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 16:05:29.31603,2026-03-24 16:05:29.31603,,,,other,,,,,
1e966b3b-da4e-42c1-8564-422a8024e52b,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Galaxy Team,,https://static.wixstatic.com/media/b805ce_f934a3a64078466cb8513d586e9791e6~mv2.jpeg,,,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 16:06:31.298079,2026-03-24 16:06:31.298079,,,,other,,,,,
526451d0-42c1-4c79-9c69-d42547516621,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Star Pathway,,https://static.wixstatic.com/media/b805ce_9e2b77d7421a4681b6cda33ee780341a~mv2.jpeg,,,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 16:07:38.873452,2026-03-24 16:07:38.873452,,,,other,,,,,
f1dc11b2-fdf5-4798-93a0-6a89aa68e323,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Pathfinder,,https://static.wixstatic.com/media/b805ce_48e8ee7a60cd46a7b795e3bf2c830e64~mv2.jpeg,,,,497a9e69-c92d-4642-b846-097d220e74aa,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-24 16:08:07.788109,2026-03-24 16:08:07.788109,,,,other,,,,,
3ff55452-91d0-44f4-940a-801030eaccc1,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Team Collaboration,,https://static.wixstatic.com/media/b805ce_7c5d3a7905d04a0b8db1acc62ab800cd~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-25 13:57:58.6792,2026-03-25 13:57:58.6792,,,,other,,,,,
fab04ba4-1607-480f-902e-a9db3906934c,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Team Presentation,,https://static.wixstatic.com/media/b805ce_a2abf38f70814f24ba11a58161fa4418~mv2.png,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-25 13:59:26.877342,2026-03-25 13:59:26.877342,,,,other,,,,,
b876a3ca-2474-4058-955b-90bd1c960877,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Discussion,,https://static.wixstatic.com/media/b805ce_5a5f06ad5a3a4ae5a94722eae7697dec~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-25 14:00:01.461629,2026-03-25 14:00:01.461629,,,,other,,,,,
c42a7f62-bb0a-4f37-a662-4c0d8f144eb0,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Presenting,,https://static.wixstatic.com/media/b805ce_28000fdfaf484aada00fae9cd598035c~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-25 15:54:54.606207,2026-03-25 15:54:54.606207,,,,other,,,,,
6b02adf0-6469-4a25-935f-b4d6a147dd8d,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Ideation,,https://static.wixstatic.com/media/b805ce_8dd75d1d833b439fb4fdc8ba6857644c~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-25 15:55:18.206712,2026-03-25 15:55:18.206712,,,,other,,,,,
f2460300-53da-450c-b5bd-a0e4b2460250,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Co Creating,,https://static.wixstatic.com/media/b805ce_83b9c8d752f74db69a0e20b2cf1b02f3~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-25 15:55:49.235249,2026-03-25 15:55:49.235249,,,,other,,,,,
0406cf2b-c817-4594-a4c0-f0ca268cd7ec,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Polaris 053-B,,https://static.wixstatic.com/media/b805ce_c9141dd46934403d9182a7978de99a44~mv2.png,,,,23a72199-851f-4dad-9803-1426a6649059,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-25 22:10:31.468875,2026-03-25 22:10:31.468875,,,,other,,,,,
41d71d0a-6a4b-4352-805d-cab1f3fb32a8,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,"Image from Microsoft 365 E7, Or, 1+1+1+1=7",Lead image extracted from https://www.synozur.com/post/microsoft-365-e7-or-1-1-1-1-7,"https://static.wixstatic.com/media/b805ce_e82afd632ee04620b2e7b6dfe5bd87c4~mv2.png/v1/fill/w_1000,h_563,al_c,q_90,usm_0.66_1.00_0.01/b805ce_e82afd632ee04620b2e7b6dfe5bd87c4~mv2.png",,image,,23a72199-851f-4dad-9803-1426a6649059,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-25 22:13:39.460078,2026-03-25 22:14:24.512,,,655c8c41-c338-4c91-a163-0beab7d88972,other,,,,,
a8a91ad7-22fd-4af0-b7d3-339250306b17,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Image from Management Makeover at a Luxury Brand | The Synozur Alliance,Lead image extracted from https://www.synozur.com/case-studies/management-makeover-at-a-luxury-brand,"https://static.wixstatic.com/media/b805ce_3367a960d2474a518ab816eacdff0891~mv2.jpg/v1/fill/w_1067,h_760,al_c,q_85/CLO17_corporateOffice_021%20-cropped.jpg",,image,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-23 00:06:35.722834,2026-03-25 22:14:37.207,,,1e1b9ee1-bd84-4743-94f7-70090bcf4a50,other,,,,,
b93db6af-3e64-4326-976a-522a69285ce3,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,M365CC26 - Shari,,https://static.wixstatic.com/media/b805ce_294b3e37b990455bbc7b2b075ea8d3b2~mv2.png,,,,135d3800-a332-409a-8a9b-57a830ecc4c0,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-30 20:12:45.556457,2026-03-30 20:12:45.556457,,,,other,,,,,
40e3e661-bf46-4fb6-9a07-f9627ed58870,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Constellation Hero,,https://static.wixstatic.com/media/b805ce_3f1c455fd01e4148bdb288e93c636f99~mv2.png,,,,23a72199-851f-4dad-9803-1426a6649059,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-26 23:19:43.736484,2026-03-26 23:52:04.435,,,,other,,,,,
2b5f4969-f263-4885-9e86-69a521d55edc,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,M365CC- Anchor,,https://static.wixstatic.com/media/b805ce_8ed3932d758d4ad4908bd3180254046b~mv2.png,,,,135d3800-a332-409a-8a9b-57a830ecc4c0,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-30 20:09:39.729398,2026-03-30 20:09:39.729398,,"{""topics"": [], ""seasons"": [""Spring"", ""Q2""]}",,other,,,,,
eab1f523-8180-48f9-9508-0b9f7c50b6df,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,M365CC26-Chris,,https://static.wixstatic.com/media/b805ce_41ead6b2fb4f4fbeb74bc36482d0fa49~mv2.png,,,,135d3800-a332-409a-8a9b-57a830ecc4c0,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-30 20:10:25.254747,2026-03-30 20:10:25.254747,,,,other,,,,,
f93fc0cd-48e2-4316-99d8-5483444acbd9,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Data Center,,https://cdn-lbogh.nitrocdn.com/siYgjUKpkuRzvkfqGJutsjneZiMHEWBC/assets/images/optimized/rev-05bd1e1/www.reveillesoftware.com/wp-content/uploads/2026/03/image-1.png,,,,c70fb4e6-4e3e-43a7-88d3-2d633de06186,active,d816008f-9e8e-434b-8a60-bad260959ddb,2026-04-03 16:14:21.069742,2026-04-03 16:16:32.774,,,,other,,,,,
31d3f170-0226-4e4e-a134-6844bbecf4ab,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,Reveille Enterprise Chart,,https://cdn-lbogh.nitrocdn.com/siYgjUKpkuRzvkfqGJutsjneZiMHEWBC/assets/images/optimized/rev-05bd1e1/www.reveillesoftware.com/wp-content/uploads/2026/03/Reveille-Enterprise-vs-Standard-Graphic-980x467.png,,,,1fcbcfae-cb8a-4467-835a-9b7bd8452054,active,d816008f-9e8e-434b-8a60-bad260959ddb,2026-04-03 16:15:15.71715,2026-04-03 16:16:47.664,,,,other,,,,,
f51bcbaf-d1fa-4258-9b78-c0a17069ecfe,reveillesoftware.com,5232feeb-8671-489f-ab07-e9d7310f0a3f,https://cdn-lbogh.nitrocdn.com/siYgjUKpkuRzvkfqGJutsjneZiMHEWBC/assets/images/optimized/rev-05bd1e1/www.reveillesoftware.com/wp-content/uploads/2026/03/image-2.png,AI User,,,,,55596cb7-6b3f-4f48-a759-8e39bc97700a,active,d816008f-9e8e-434b-8a60-bad260959ddb,2026-04-03 16:15:55.177444,2026-04-03 16:17:10.857,,,,other,,,,,
76cec585-b376-4558-be9e-ae8a7db55606,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Herb Garden,Willows Herb Garden,https://www.willowslodge.com/site/assets/files/19304/luxury_hotels_in_woodinville.1600x1067.jpg?7oytgu,,,,,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 20:03:22.575254,2026-04-05 20:03:22.575254,,,,other,,,,,
d946fc8d-3d2c-47cf-944d-90fc9d994a51,synozur.com,7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,Nicer Suite,,https://www.willowslodge.com/site/assets/files/21192/nicer_suite_living_room.600x400.webp?75sxry,,,,,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 20:04:04.609434,2026-04-05 20:04:04.609434,,,,other,,,,,
4238c53f-9d3b-405e-8068-3db0eea98979,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Energy Work,,https://static.wixstatic.com/media/b805ce_5d83680b9117485a915712055dbc743b~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-06 17:51:30.844894,2026-04-06 17:51:30.844894,,,,other,,,,,
87966582-cc96-4401-a85e-bfeaab17b5ff,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Overhead Meeting,,https://static.wixstatic.com/media/b805ce_a4855dfdc7d74e67a685ac73e2ebb6cd~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-06 17:54:06.397267,2026-04-06 17:54:06.397267,,,,other,,,,,
259cd440-e688-4b6d-8df2-e3c1b1bf060f,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Co Creators,,https://static.wixstatic.com/media/b805ce_f75018feccdb4142bc6ef8d35dedbddf~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-06 17:55:26.007442,2026-04-06 17:55:26.007442,,,,other,,,,,
0288e2e0-1664-4200-8472-01c2eca9890b,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,The Decision,,https://static.wixstatic.com/media/b805ce_77e564e3f49a4527a1288f667b653465~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-06 17:55:59.172969,2026-04-06 17:55:59.172969,,,,other,,,,,
6cfa16c6-d7b1-41fa-9f1d-bab9c978fd24,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Status Meeting,,https://static.wixstatic.com/media/b805ce_8310cc3ba7dc4c76b9c284fadd9777ff~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-06 17:56:37.571391,2026-04-06 17:56:37.571391,,,,other,,,,,
9fc806ee-5092-4f86-a00b-b95036cff76a,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Coffee Shop Mentorship,,https://static.wixstatic.com/media/b805ce_ad15faec770f40eda6aaece0a7cbe9eb~mv2.jpeg,,,,1e1f3ddf-eb6b-4153-bcb2-6c8984e01089,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-06 17:57:58.344022,2026-04-06 17:57:58.344022,,,,other,,,,,
15144894-d650-4bfa-b174-5b99d79a5e8a,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Image from Reading 2024 | Chris McNulty,Lead image extracted from https://www.chrismcnulty.net/product-page/reading-2024,"https://static.wixstatic.com/media/b805ce_47f72ae385b74c6691e053865d3c84d2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,image,,,active,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-10 05:53:37.793091,2026-04-10 05:53:37.793091,,,a76688b3-3d77-478c-bf2f-45cb546d19ae,other,,,,,
19df8aae-4d74-49dd-96fd-99a3d110c0f2,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Deception 2026,Preview,https://static.wixstatic.com/media/cf00bd_72b4670d289d474b98000ebc1178541f~mv2.jpg,,,,,active,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-10 05:56:14.43354,2026-04-10 05:56:14.43354,,,,other,,,,,
68955e16-8d70-4722-8c76-ddca57ac4b97,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Snoqualmie 2026,,https://static.wixstatic.com/media/cf00bd_e4f166b66efa464d8fad8eb235824eac~mv2.jpg,,,,,active,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-10 05:56:35.269871,2026-04-10 05:56:35.269871,,,,other,,,,,
18dfa259-f723-4f7a-8895-745cada63da9,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Wharf 2026,,https://static.wixstatic.com/media/cf00bd_36246126ba0340c7816006bc3e805441~mv2.jpg,,,,,active,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-10 05:56:58.999585,2026-04-10 05:56:58.999585,,,,other,,,,,
2c0956b1-141d-4a32-95d6-4d0e014d2d4b,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Flats 2026,,https://static.wixstatic.com/media/cf00bd_8423b93e5014489baecdcd38dcb0e67e~mv2.jpg,,,,,active,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-10 05:57:48.060956,2026-04-10 05:57:48.060956,,,,other,,,,,
5828b3aa-17bc-4c5b-aa00-448d3cd42b9e,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Bluff 2026,,https://static.wixstatic.com/media/cf00bd_ee8f46c9c29243b19ade5ac76bd77b2a~mv2.jpg,,,,,active,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-10 05:58:17.138816,2026-04-10 05:58:17.138816,,,,other,,,,,
43907085-13c6-46d0-ad8a-5ca14dbf0b91,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Bellevue Arts Fair,,https://static.wixstatic.com/media/cf00bd_7064bef3aff14b7c8cb6a06c001043c0~mv2.avif,,,,885c1576-124e-4aa3-bd30-67b7a15d1a6c,archived,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-18 21:52:05.230431,2026-04-18 21:53:36.494,,,,other,,,,,
c34e988d-a6f3-4483-aac6-ff72b1a2ff23,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Bellevue Arts Fair,,https://static.wixstatic.com/media/cf00bd_2b068bb6e43d4507b7b474198faa0f3e~mv2.jpg,,,,885c1576-124e-4aa3-bd30-67b7a15d1a6c,active,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-18 21:53:51.973848,2026-04-18 21:53:51.973848,,,,other,,,,,
aa696625-3a76-4656-b47e-e84bcc646cb1,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Woodinville Arts Alliance,,https://static.wixstatic.com/media/cf00bd_240ba88ff6904b739bee6da990da2b62~mv2.png,,,,885c1576-124e-4aa3-bd30-67b7a15d1a6c,active,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-18 21:55:05.184728,2026-04-18 21:55:05.184728,,,,other,,,,,
5ddf1d20-09f3-48db-ae76-2fbb154cbeca,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Desert Draft,,https://static.wixstatic.com/media/cf00bd_dab78844d207483f8e8187a5cf2f9467~mv2.jpg,,,,,active,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-18 22:57:48.321749,2026-04-18 22:57:48.321749,,,,other,,,,,
5f190172-f4db-4282-ad6c-b556b268043c,chrismcnulty.net,08610095-ef99-4205-b5ae-13264021a471,Snow Bridge Draft,,https://static.wixstatic.com/media/cf00bd_cfb35064a61e4f889b2b996a00d7e761~mv2.jpg,,,,,active,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-04-18 22:58:15.304562,2026-04-18 22:58:15.304562,,,,other,,,,,
2131ae56-d5da-4b17-8613-0706a5cbf80c,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Zenith Prompts,,https://static.wixstatic.com/media/b805ce_74d82320cd644b638ec7a0a9c18778d8~mv2.png,,,,44d89090-2c66-4bec-8f2a-7c0daa155d73,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-21 01:01:48.205365,2026-04-21 01:01:48.205365,{937b7000-08ed-4e08-b5bf-d557ba2cd5a5},,,other,,,,,
