id,competitor_id,project_id,tenant_domain,overall_score,market_presence_score,innovation_score,pricing_score,feature_breadth_score,content_activity_score,social_engagement_score,trend_direction,trend_delta,previous_overall_score,score_breakdown,last_calculated_at,created_at,updated_at,market_id,product_id,entity_name
54c34e33-8e4e-4b7b-bdbf-0153f5086325,,bc03ec9f-fe7e-4626-9b35-753a42215918,synozur.com,77,90,85,50,100,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 85, ""weight"": 0.2}, ""featureBreadth"": {""score"": 100, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-01-29 05:55:37.883606,2026-01-29 05:55:37.883606,2026-01-29 05:55:37.883606,5d149a37-4d48-4ada-994a-eff6cc41c995,26ef8555-d84a-4bbb-8f68-7d3e96dccb55,Einstein Copilot
9fd2a145-5cbe-4bad-9502-91f139cdfc1d,,bc03ec9f-fe7e-4626-9b35-753a42215918,synozur.com,77,90,85,50,100,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 85, ""weight"": 0.2}, ""featureBreadth"": {""score"": 100, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-01-29 05:55:37.954004,2026-01-29 05:55:37.954004,2026-01-29 05:55:37.954004,5d149a37-4d48-4ada-994a-eff6cc41c995,97e33c89-215c-4a92-8a85-66f980324a92,ChatGPT Enterprise
8c5c1894-9e0f-49d8-9622-7e92c6aa1b70,,bc03ec9f-fe7e-4626-9b35-753a42215918,synozur.com,70,90,98,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-01-29 05:55:38.021856,2026-01-29 05:55:38.021856,2026-01-29 05:55:38.021856,5d149a37-4d48-4ada-994a-eff6cc41c995,a763991d-1bda-4c29-b33d-31f86ed7f7f0,Gemini Enterprise
ecd79368-0c33-47f6-9b40-cf197d8fb4b1,,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,synozur.com,70,90,98,50,50,50,50,falling,-7,77,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-01-30 09:25:13.155,2026-01-30 09:21:33.589953,2026-01-30 09:25:13.154,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,0480bad5-beb9-476b-9b66-a86c06526626,Viva Connections
276953e8-4b57-45c2-a568-e749c4fb7bf3,,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,synozur.com,70,90,98,50,50,50,50,falling,-7,77,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-01-30 09:25:13.224,2026-01-30 09:21:33.659959,2026-01-30 09:25:13.224,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,e7b03622-c587-4ad3-91e3-ef2263f5b71b,Unily
10087f3f-3d92-4b29-a273-0556835d58fc,,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,synozur.com,60,50,98,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 50, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-01-30 09:25:13.305116,2026-01-30 09:25:13.305116,2026-01-30 09:25:13.305116,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,54cfa7d2-207d-41ce-9e64-1fa802631328,Guru
a5d4bdb4-e900-417b-99c1-d31b603702eb,,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,synozur.com,60,50,98,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 50, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-01-30 09:25:13.373001,2026-01-30 09:25:13.373001,2026-01-30 09:25:13.373001,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,df8d0ed1-35e3-43ef-8ac5-4c78477d6df9,Bloomfire
ed6450e3-197f-4fa4-bdd8-9ba6a169328e,,2617e94f-3dc9-41f6-b902-f059d4ecd4ab,synozur.com,50,50,50,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 50, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 50, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-01-30 09:25:13.440423,2026-01-30 09:25:13.440423,2026-01-30 09:25:13.440423,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,56874742-a615-48bf-b387-8739b8528f60,Coveo
5cc31440-9b55-4d7c-a9a8-4ca2dc883153,,b9f413e5-7ab4-4155-903f-78a25aaabbd9,synozur.com,60,50,98,50,50,50,50,stable,0,60,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 50, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-02-07 04:55:11.141,2026-02-07 04:54:33.67961,2026-02-07 04:55:11.141,137db123-4906-4e61-af99-f0d23d86a622,4802b984-4f20-4fa3-89a6-74642558c328,Rhythms 
154fb25d-ed43-4edd-8926-b9962ce07009,,b9f413e5-7ab4-4155-903f-78a25aaabbd9,synozur.com,65,70,98,50,50,50,50,stable,0,65,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 70, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-02-07 04:55:11.212,2026-02-07 04:54:33.753865,2026-02-07 04:55:11.212,137db123-4906-4e61-af99-f0d23d86a622,79c60fb8-5a99-4655-8abd-f58599f48b87,Profit
d37e9199-3a71-4200-9bca-4813a157dfa0,,b9f413e5-7ab4-4155-903f-78a25aaabbd9,synozur.com,70,90,98,50,50,50,50,stable,0,70,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-02-07 04:55:11.28,2026-02-07 04:54:33.822374,2026-02-07 04:55:11.28,137db123-4906-4e61-af99-f0d23d86a622,ee68be45-6776-4844-9531-647f4dd0990f,Workboard
738bb874-85e3-40b5-866e-8c6dfccb0133,,b9f413e5-7ab4-4155-903f-78a25aaabbd9,synozur.com,65,70,98,50,50,50,50,stable,0,65,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 70, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-02-07 04:55:11.351,2026-02-07 04:54:33.905418,2026-02-07 04:55:11.351,137db123-4906-4e61-af99-f0d23d86a622,72fda410-af0d-4f34-9420-1532b558bb70,Gtmhub
c74b10ea-f17e-468d-b13a-d9934788cb71,,b9f413e5-7ab4-4155-903f-78a25aaabbd9,synozur.com,65,70,98,50,50,50,50,stable,0,65,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 70, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-02-07 04:55:11.419,2026-02-07 04:54:33.971584,2026-02-07 04:55:11.419,137db123-4906-4e61-af99-f0d23d86a622,7f4f6356-c3ed-4089-ab80-403a5e92b859,Perdoo
b028f0d9-b495-4ab4-ba82-e814e2d4cf00,,6691b3b4-e18a-468c-adb2-2ff36fc253dd,synozur.com,70,90,98,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-02-15 19:14:34.175532,2026-02-15 19:14:34.175532,2026-02-15 19:14:34.175532,bc7e3c6b-277f-4220-81d8-2bc62426ad25,62534e32-28d5-4854-bec6-c6282b594954,Datadog
32cbe5f1-03ac-4975-aeb3-c984774a1617,,6691b3b4-e18a-468c-adb2-2ff36fc253dd,synozur.com,65,70,98,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 70, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-02-15 19:14:34.251654,2026-02-15 19:14:34.251654,2026-02-15 19:14:34.251654,bc7e3c6b-277f-4220-81d8-2bc62426ad25,b7e31c22-a0b1-46df-a523-c8e70be08f79,LogicMonitor
5d42efe9-fa78-4cdd-b693-a1b09ea40960,,6691b3b4-e18a-468c-adb2-2ff36fc253dd,synozur.com,70,90,98,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-02-15 19:14:34.315022,2026-02-15 19:14:34.315022,2026-02-15 19:14:34.315022,bc7e3c6b-277f-4220-81d8-2bc62426ad25,6b683287-4eb4-46c2-8a16-e1301865a891,Dynatrace
92eb099c-8aeb-496d-a67e-b7aabee5930d,,6691b3b4-e18a-468c-adb2-2ff36fc253dd,synozur.com,77,90,85,50,100,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 85, ""weight"": 0.2}, ""featureBreadth"": {""score"": 100, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-02-15 19:14:34.378227,2026-02-15 19:14:34.378227,2026-02-15 19:14:34.378227,bc7e3c6b-277f-4220-81d8-2bc62426ad25,10991e08-2ffb-4120-aa19-1b2e212f6537,SolarWinds Service Desk
98972d42-94f5-47cd-b6ff-2cda27512f98,,6691b3b4-e18a-468c-adb2-2ff36fc253dd,synozur.com,77,90,85,50,100,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 85, ""weight"": 0.2}, ""featureBreadth"": {""score"": 100, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-02-15 19:14:34.440373,2026-02-15 19:14:34.440373,2026-02-15 19:14:34.440373,bc7e3c6b-277f-4220-81d8-2bc62426ad25,e062ce85-9796-4251-bd84-d17f8fccc6f3,New Relic
91cf4224-064e-4b2f-bf17-874e455225f7,,6fc9afe4-1ed5-406d-a81a-5feb9c731d3e,synozur.com,50,50,50,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 50, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 50, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-03-18 21:08:55.483863,2026-03-18 21:08:55.483863,2026-03-18 21:08:55.483863,e36f9f62-612b-40dd-b2af-39a6cab20c7a,fb12fc96-0b57-4c9e-9aa5-ce33e8ae7f82,Simpplr
e70a326c-259a-45e5-87e5-f5773aa285db,,6fc9afe4-1ed5-406d-a81a-5feb9c731d3e,synozur.com,77,90,85,50,100,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 85, ""weight"": 0.2}, ""featureBreadth"": {""score"": 100, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-03-18 21:08:55.598502,2026-03-18 21:08:55.598502,2026-03-18 21:08:55.598502,e36f9f62-612b-40dd-b2af-39a6cab20c7a,551bbfc8-8dc3-400b-93ee-af094c6691b9,Staffbase
cd4bc73e-68aa-4848-b4db-9ef56f17cf4b,,6fc9afe4-1ed5-406d-a81a-5feb9c731d3e,synozur.com,77,90,85,50,100,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 85, ""weight"": 0.2}, ""featureBreadth"": {""score"": 100, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-03-18 21:08:55.692206,2026-03-18 21:08:55.692206,2026-03-18 21:08:55.692206,e36f9f62-612b-40dd-b2af-39a6cab20c7a,653648f2-87dd-4427-a836-807a3d5c8ffb,LumApps
7875d3e3-3ec7-4101-9283-d47eea74198c,,6fc9afe4-1ed5-406d-a81a-5feb9c731d3e,synozur.com,72,90,60,50,100,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 60, ""weight"": 0.2}, ""featureBreadth"": {""score"": 100, ""weight"": 0.2}, ""marketPresence"": {""score"": 90, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-03-18 21:08:55.800247,2026-03-18 21:08:55.800247,2026-03-18 21:08:55.800247,e36f9f62-612b-40dd-b2af-39a6cab20c7a,47ca0f17-f1d5-43c6-b511-bd8bda0b336c,Viva Connections
902c507c-969d-4f29-9083-ed5b897f1023,,9ea50c4d-e7c5-44b6-9957-6e327a7db685,synozur.com,50,50,50,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 50, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 50, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-03-24 13:06:35.209321,2026-03-24 13:06:35.209321,2026-03-24 13:06:35.209321,137db123-4906-4e61-af99-f0d23d86a622,34d0d472-d398-4007-beda-53210841b8d1,AI Strategy & Transformation
36640576-62d5-4eb7-a200-ec1b30c2d5fe,,9ea50c4d-e7c5-44b6-9957-6e327a7db685,synozur.com,60,50,98,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 50, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-03-24 13:06:35.276518,2026-03-24 13:06:35.276518,2026-03-24 13:06:35.276518,137db123-4906-4e61-af99-f0d23d86a622,d7ea032a-f66f-42ff-b223-916ccc2632fa,AI Strategy & Consulting
35cb43ca-a4ac-4f06-abdc-c2809626d152,,9ea50c4d-e7c5-44b6-9957-6e327a7db685,synozur.com,60,50,98,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 50, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-03-24 13:06:35.343439,2026-03-24 13:06:35.343439,2026-03-24 13:06:35.343439,137db123-4906-4e61-af99-f0d23d86a622,f36b05e1-fba9-4fbc-8494-738112e6f6ee,AI Strategy Services
8a39a143-42a4-4278-a8ca-b13a50c1bac5,,9ea50c4d-e7c5-44b6-9957-6e327a7db685,synozur.com,60,50,98,50,50,50,50,stable,0,,"{""pricing"": {""score"": 50, ""weight"": 0.1}, ""innovation"": {""score"": 98, ""weight"": 0.2}, ""featureBreadth"": {""score"": 50, ""weight"": 0.2}, ""marketPresence"": {""score"": 50, ""weight"": 0.25}, ""contentActivity"": {""score"": 50, ""weight"": 0.15}, ""socialEngagement"": {""score"": 50, ""weight"": 0.1}}",2026-03-24 13:06:35.417975,2026-03-24 13:06:35.417975,2026-03-24 13:06:35.417975,137db123-4906-4e61-af99-f0d23d86a622,e1fdd044-c437-4d51-92aa-60d058009ca4,AI & Analytics Strategy
